doc_id;twitter_username;twitter_available;twitter_created_at;twitter_full_text;twitter_retweet_count;twitter_favorite_count;twitter_followers_count;twitter_location;twitter_word_count;twitter_year;twitter_month;twitter_week;twitter_time_index_month;twitter_time_index_week;twitter_emojis;twitter_hashtags;twitter_tags;label;topic
KatjaKeul15259564801;KatjaKeul;TRUE;2018-05-10T12:48:00Z;Spannender Austausch mit Max Weber von und Alexander Schudy von Eine Welt Stadt Berlin ueber konkrete Handlungsmoeglichkeiten in Sachen Ruestungsexporte. Schoene Location und gute Gespraechsatmosphaere! Abruestung Frieden;1;4;2145;Nienburg und Berlin;30;2018;5;19;9;34;;#Ruestungsexporte|#Abruestung|#Frieden;@MarkusBickel,|@Frieden_geht;positive;Ruestung
KatjaKeul15613541401;KatjaKeul;TRUE;2019-06-24T05:29:00Z;Iran-Krise: Es ist erschreckend wie hilflos 28 EU Staaten angesichts ungerechtfertigter US-Sanktionen dastehen. Im Sinne unseres eigenen Sicherheitsinteresses sollten wir daran arbeiten das zu aendern.;2;12;2145;Nienburg und Berlin;27;2019;6;26;22;94;;;@GrueneBundestag⁩;negative;Nahostpolitik
KatjaKeul15617025001;KatjaKeul;TRUE;2019-06-28T06:15:00Z;Die Situation im Iran ist ein Fiasko. Versorgung mit Hilfsguetern ist quasi unmoeglich und internationale Banken sind maximal verunsichert. Hoechste Zeit, INSTEX in Gang zu bringen! (/tk);8;42;2145;Nienburg und Berlin;29;2019;6;26;22;94;;#Iran|#INSTEX;@GrueneBundestag;negative;Nahostpolitik
KatjaKeul15683654401;KatjaKeul;TRUE;2019-09-13T09:04:00Z;Grosses Dankeschoen an von Er hat beim Gruendungstreffen zum Parlamentskreis Atomwaffenverbot deutlich gemacht, wie enorm wichtig unsere Unterstuetzung aus dem Bundestag fuer das Anliegen ist.;6;15;2145;Nienburg und Berlin;28;2019;9;37;25;105;;#Atomwaffenverbot;@leo_axt|@nuclearban!;positive;Atomwaffenverbot
KatjaKeul15768450001;KatjaKeul;TRUE;2019-12-20T12:30:00Z;Unfassbar! Seit Kuendigung des Iran Deals im Sommer 2018 wurde noch keine einzige Transaktion ueber INSTEX abgewickelt! Die EU muss hier entschlossener vorgehen, wenn sie jemals ihre Souveraenitaet gegen US Sanktionen verteidigen will.;23;38;2145;Nienburg und Berlin;34;2019;12;51;28;119;;#INSTEX;;negative;Atomwaffenverbot
KatjaMast15189720001;KatjaMast;TRUE;2018-02-18T16:40:00Z;Super Basiskonferenzen zum Mitgliederentscheid in Mainz. Phantastisch wie viele engagierte Teilnehmer tolle Ideen zu SPDerneuern und einer moeglichen Regierungsbeteiligung hatten . So koennen wir Gemeinsam Was Bewegen! Groko;16;34;2198;Pforzheim, Deutschland;27;2018;2;8;6;23;;#SPDerneuern|#GemeinsamWasBewegen|#Groko;@spdde;positive;Parteipolitik
KatjaMast15395296201;KatjaMast;TRUE;2018-10-14T15:07:00Z;ltwBY18 ist ein Paukenschlag. Die CSU ist fuer ihren Rechtsruck und ihren Krawall in der Groko abgestraft worden. Fuer die ist das Ergebnis bitter. Da gibt es nichts zu beschoenigen. Wir haben es in Bayern nicht geschafft, mit unseren Themen Durchschlagskraft zu erreichen.;0;1;2198;Pforzheim, Deutschland;44;2018;10;42;14;57;;#ltwBY18|#CSU;@spdde;negative;Parteipolitik
KatjaMast15489465001;KatjaMast;TRUE;2019-01-31T14:55:00Z;Super: in Brandenburg wurde heute Deutschlands erstes Paritaetsgesetz beschlossen! In Zukunft heisst es, die Haelfte der Macht fuer Frauen. Ein gutes Signal fuer die Bundesebene! Paritaet ist moeglich - in Frankreich uebrigens schon seit 2001.;0;10;2198;Pforzheim, Deutschland;34;2019;1;5;17;73;;#Brandenburg|#Paritaetsgesetz|#Paritaet;;positive;Gleichberechtigung
KatjaMast15509076601;KatjaMast;TRUE;2019-02-23T07:41:00Z;Der 23.02. ist ein Tag des Gedenkens an die dunkelsten Stunden in Pforzheim. Faschisten haben diesen Vernichtungskrieg verursacht. Es macht mich wuetend, dass Nazis heute das Gedenken missbrauchen. Lasst uns deshalb auch Flagge zeigen gegen Hass, Hetze und Gewalt. Nie Wieder;3;7;2198;Pforzheim, Deutschland;41;2019;2;8;18;76;;#Pforzheim|#NieWieder;;negative;Rechtsextremismus
KatjaMast15579280201;KatjaMast;TRUE;2019-05-15T13:47:00Z;.Gegenhalten: Zeigen, dass Demokraten die Mehrheit die Rassisten die Minderheit sind. War so in Pforzheim letztes WE, war so bei wirsindmehr . Wer alle die gegen Nazis sind in Ecke der Extremisten draengt, wird GG unserer wehrhaften Demokratie nicht gerecht. Geht gar nicht!;2;10;2198;Pforzheim, Deutschland;44;2019;5;20;21;88;;#Gegenhalten|#Pforzheim|#wirsindmehr;;negative;Rechtsextremismus
KatjaMast15585103201;KatjaMast;TRUE;2019-05-22T07:32:00Z;Grundrente honoriert die Lebensleistung der Frisoerin, der Putzfrau und des Paketboten. Hier geht es um Menschen, die hart gearbeitet, gepflegt oder Kinder erzogen haben. Das hilft rund drei Millionen Menschen - vor allem Frauen. Ein grosser Schritt zum Sozialstaatals Partner.;5;16;2198;Pforzheim, Deutschland;39;2019;5;21;21;89;;#Grundrente|#Frauen|#SozialstaatalsPartner;;positive;Grundrente
KatjaMast15621237001;KatjaMast;TRUE;2019-07-03T03:15:00Z;Der 3. Juli ist fuer uns von der Tagdes Mindestlohns, denn heute vor fuenf Jahren hat der Bundestag ihn beschlossen. Der gesetzliche Mindestlohn ist eine historische Leistung. Er hat jeder Kritik Stand gehalten. Er hat keine Arbeitsplaetze gekostet. (1/3);10;59;2198;Pforzheim, Deutschland;40;2019;7;27;23;95;;#TagdesMindestlohns;@spdbt;positive;Mindestlohn
KatjaMast15669709201;KatjaMast;TRUE;2019-08-28T05:42:00Z;Mehr Frauen sind in Normalarbeit! Gute Nachricht - nur so koennen eigene Ansprueche in Sozialversicherungen fuer gute Rente erworben werden. Dafuer haben wir auch Brueckenteilzeit + Rueckkehrrecht eingefuehrt. Was noch fehlt: gleiche Bezahlung fuer gleiche Arbeit!;0;6;2198;Pforzheim, Deutschland;39;2019;8;35;24;103;;#Frauen|#Rente|#Brueckenteilzeit;@spdbt|@BMAS_Bund;positive;Gleichberechtigung
KatjaMast15716404201;KatjaMast;TRUE;2019-10-21T06:47:00Z;Glueckwunsch zum 70., Ohne Gewerkschaften waeren wir nicht dort, wo wir heute sind. Der DGB hat unser Land gepraegt: sozial-, arbeitsmarktpolitisch weit darueber hinaus. Und er wird auch weiterhin gebraucht! dgb70;5;21;2198;Pforzheim, Deutschland;37;2019;10;43;26;111;;#Gewerkschaften|#DGB|#dgb70;@dgb_news!|@spdbt|@DGB_BW|@spdde;positive;Mitbestimmung
KatjaMast15753786601;KatjaMast;TRUE;2019-12-03T13:11:00Z;Lufthansa trennt sich von der klugen Bettina Volkens verpasst zudem eine Chance: Den Vorstand weiblicher zu machen. Jetzt noch Maennerdominierter. Zeigt: Wir brauchen d. Quote auch fuer Vorstaende. Nicht wuenschenswert, aber notwendig. Gleichstellung geht nur m. Verpflichtung!;0;3;2198;Pforzheim, Deutschland;39;2019;12;49;28;117;;#Lufthansa|#Quote|#Gleichstellung;;negative;Gleichberechtigung
KatjaMast15815898001;KatjaMast;TRUE;2020-02-13T10:30:00Z;Der Mindestlohn hat unser Land positiv veraendert! Seine Einfuehrung war ein sozialpolitischer Meilenstein hat vIelen zu besseren Loehnen verholfen. Perspektivisch ist fuer mich aber klar: der Mindestlohn muss auf mindestens 12 steigen!;8;59;2198;Pforzheim, Deutschland;37;2020;2;7;30;128;;#Mindestlohn|#Mindestlohn;@spdbt|@spdde;positive;Mindestlohn
KatjaMast15832571401;KatjaMast;TRUE;2020-03-03T17:39:00Z;Frauen in Fuehrungsposition sind doppelt wichtig. Sie koennen gut fuehren und sie sind wichtige Vorbilder. Gut, dass Franziska Giffey und Christine Lambrecht die Quote in Vorstaenden ausweiten wollen. frauenkoennenalles;9;48;2198;Pforzheim, Deutschland;31;2020;3;10;31;131;;#Frauen|#Fuehrungsposition|#Giffey|#Lambrecht|#frauenkoennenalles;@spdbt|@FidAReV;positive;Gleichberechtigung
KatjaMast15887698201;KatjaMast;TRUE;2020-05-06T12:57:00Z;AfD braucht mal wieder Aufmerksamkeit und Gauland uebt sich an Next Level Geschichtsrelativierung. 8. Mai heisst: Frieden, Ende der Nazi-Diktatur, Ende von Tot und Zerstoerung in ganz Europa - nicht absolute Niederlage. wird diesen braunen Gedanken immer gegenhalten;2;12;2198;Pforzheim, Deutschland;39;2020;5;19;33;140;✊;#Gauland|#Europa|#gegenhalten;@spdde;negative;AfD
KatjaMast15916315801;KatjaMast;TRUE;2020-06-08T15:53:00Z;Kunzmann sollte sich schaemen. Er ist nicht tragbar. Solche Aeusserungen passen weder zu Baden-Wuerttemberg, noch zu Deutschland. Sie sind einfach nur unwuerdig!;1;11;2198;Pforzheim, Deutschland;28;2020;6;23;34;144;😡;#Kunzmann|#Deutschland;@saschabinder|@spdbawue|@spdde|@spdbt;negative;Sonstiges
KatjaMast15931690201;KatjaMast;TRUE;2020-06-26T10:57:00Z;Das ist Politikversagen in gruen-schwarz! Die Landesregierung ist nicht in der Lage, wirksam gegen das Geschaeftsmodell in der Fleischindustrie vorzugehen, das mit dem Infektionsgeschehen zusammenhaengt. Im Bund werden werden wir schaerfere Gesetze umsetzen!;5;9;2198;Pforzheim, Deutschland;34;2020;6;26;34;147;;#Fleischindustrie;;negative;Fleischindustrie
KatjaMast16006729801;KatjaMast;TRUE;2020-09-21T07:23:00Z;Eine absolut zynische Aussage von Friedrich Merz. Viele Menschen machen sich Sorgen um ihre Arbeit... Kurzarbeit sichert in der Corona-Krise Beschaeftigung. Und das fuer sehr viele Menschen ihre Familien.;5;25;2198;Pforzheim, Deutschland;33;2020;9;38;37;159;;#Merz|#Kurzarbeit|#Corona;@spdde|@spdbt;negative;Merz
KatjaMast16020797401;KatjaMast;TRUE;2020-10-07T14:09:00Z;Kurzes Treffen von SPD-Frauen mit Swetlana Tichanowskaja vor dem Reichstag. Beeindruckende Frau Vorkaempferin fuer demokratischen Wandel in Belarus. Ich habe groessten Respekt vor den unzaehligen DemonstrantInnen. Sie verdienen unsere Unterstuetzung.;6;56;2198;Pforzheim, Deutschland;34;2020;10;41;38;162;;#Tichanowskaja|#Belarus;@spdde|@spdbt|@Tsihanouskaya;positive;Belarus
KatjaMast16050014401;KatjaMast;TRUE;2020-11-10T09:44:00Z;Am Science Day wuensche ich mir mehr Sichtbarkeit, mehr Gehoer, mehr Anerkennung u. mehr Respekt fuer die vielen grossartigen Frauen in der Wissenschaft!;0;8;2198;Pforzheim, Deutschland;24;2020;11;46;39;167;;#ScienceDay|#Frauen;@spdbt|@spdde;positive;Forschung
KatjaMast16055427601;KatjaMast;TRUE;2020-11-16T16:06:00Z;Wie Querdenken und Co. gezielt versuchen Kinder, ihre Beduerfnisse u. ihre Gesundheit fuer ihre Zwecke zu instrumentalisieren macht mich fassungslos... In diesem Fall ist es ausserdem eine ungeheure Verharmlosung der Verbrechen Nazi-Deutschlands. Via;0;7;2198;Pforzheim, Deutschland;37;2020;11;46;39;167;;#Querdenken;@spdde|@spdbt|@RND_de;negative;Querdenker
KatjaMast16070725201;KatjaMast;TRUE;2020-12-04T09:02:00Z;Stahlknecht u. die sind sich der Tragweite ihrer Handlungen entweder nicht bewusst oder auf dem Weg zur wie auch immer gearteten Zusammenarbeit mit der AfD. Beides ist fatal, Letzteres mehr als ein Tabubruch. Und der CDU fehlt die Kraft Einfluss zu nehmen.;16;68;2198;Pforzheim, Deutschland;45;2020;12;49;40;170;;#Stahlknecht|#AfD;@cdulsa|@spdde|@spdbt;negative;CDU/CSU
KatjaSuding15855484201;KatjaSuding;TRUE;2020-03-30T06:07:00Z;Ich starte nachdenklich in die Woche: Was ist das Leben wert, wenn wir uns die Freiheit zu leben nehmen lassen? Coronakrise Wochenstart;280;1781;12672;Hamburg;22;2020;3;13;31;134;;#Coronakrise|#Wochenstart;;negative;Coronamassnahmen
KatjaSuding15999799801;KatjaSuding;TRUE;2020-09-13T06:53:00Z;. kennt ihre Stadt setzt sich schon heute mit Rueckgrat fuer Euch und Eure Interessen ein. Als fruehere Buergermeisterin hat sie gezeigt, dass sie es kann. Jetzt ist es Zeit fuer den Chefsessel. MASZ ist eine Duesseldorferin fuer Duesseldorf. MASZmachts OBDUS20 FDPwaehlen;2;26;12672;Hamburg;43;2020;9;37;37;158;;#MASZmachts|#OBDUS20|#FDPwaehlen;@MAStrackZi;positive;Kommunalpolitik
KatrinHelling15621673801;KatrinHelling;TRUE;2019-07-03T15:23:00Z;Ich begruesse die Grundsatzentscheidung des zur Sterbebegleitung. Das Urteil gibt Rueckenwind fuer die von der geforderte Liberalisierung der Sterbehilfe. Mein ausfuehrliches Statement bei Facebook:;2;9;2063;Hagen;27;2019;7;27;23;95;;#Sterbebegleitung|#Sterbehilfe;@BGH_Bund|@fdpbt;positive;Sterbehilfe
KatrinHelling15629239801;KatrinHelling;TRUE;2019-07-12T09:33:00Z;Die Antworten der Bundesregierung auf meine kleine Anfrage zu den massiven Umsetzungsproblemen bei der Medizinprodukteverordnung sind unbefriedigend. Entschiedenes Handeln, nicht laue Appelle ist jetzt gefragt! Mein ausfuehrliches Statement bei Facebook:;4;9;2063;Hagen;31;2019;7;28;23;96;;#Bundesregierung|#Medizinprodukteverordnung;;negative;Gesundheitssystem
KatrinHelling15839275801;KatrinHelling;TRUE;2020-03-11T11:53:00Z;Heute hat er sich erstmalig darauf berufen, dass das Bundesverwaltungsgericht sein Urteil im Lichte des Verbotes der Sterbehilfe getroffen haette und dies, da 217 StGB ja nichtig sei, so nicht mehr zu halten sei. Eine krude Logik wie ich finde. Sterbehilfe BVerf G;0;2;2063;Hagen;42;2020;3;11;31;132;;#Sterbehilfe|#BVerfG;;negative;Sterbehilfe
KatrinHelling16010309401;KatrinHelling;TRUE;2020-09-25T10:49:00Z;Seitdem zeichnet sich das Handeln von allerdings durch Ignoranz, Verzoegerungs- und Hinhaltetaktik aus. Deshalb hier mal ein Faktencheck zur Sterbehilfe.;1;2;2063;Hagen;21;2020;9;39;37;160;;#Faktencheck|#Sterbehilfe;@jensspahn;negative;Sterbehilfe
KatrinHelling16077780001;KatrinHelling;TRUE;2020-12-12T13:00:00Z;Dt. Familienrecht haelt an veralteten Vorstellungen zu Unterhalt u. Kinderbetreuung fest mit ungerechten Ergebnissen u. zum Nachteil des Kindeswohls. Statt Reformen verzoegert die GroKo nur u. verschwendet Steuergeld. Hier meine Rede dazu: Wechselmodell;37;92;2063;Hagen;34;2020;12;50;40;171;;#Familienrecht|#Wechselmodell;;negative;Familienpolitik
KerstinGriese15436363201;KerstinGriese;TRUE;2018-12-01T03:52:00Z;Herzlichen Dank fuer den tollen Abend in Ratingen bei Kerstin Griese trifft... Munter diskutiert: Digitalisierung, Zukunft d. Arbeit, Qualifizierung u. Chancen, schnelle Netze, Weiterbildung, Demokratie im Internet, SPD.;2;9;6705;Niederberg und Ratingen;30;2018;12;48;16;63;;#Ratingen;@larsklingbeil;positive;Kommunalpolitik
KerstinGriese15524239801;KerstinGriese;TRUE;2019-03-12T20:53:00Z;Toller Abend bei der mit der besten Nachricht der Woche: endlich konnte sich die durchsetzen, dass die Wahlrechtsausschluesse von Menschen unter vollstaendiger Betreuung abgeschafft werden. Das inklusive Wahlrecht kommt!;6;31;6705;Niederberg und Ratingen;34;2019;3;11;19;79;👍|😍;#inklusive|#Wahlrecht;@LebenshilfeBV|@spdbt;positive;Inklusion
KerstinGriese15616312801;KerstinGriese;TRUE;2019-06-27T10:28:00Z;Am donnerstagderdemokratie danke ich allen ehrenamtlich Engagierten, die sich in Vereinen, Verbaenden und Kirchen fuer gesellschaftlichen Zusammenhalt einsetzen und gegen Hass und Hetze aufstehen. Sie alle sind wahre Alltagshelden! Danke an fuer die Initiative!;7;42;6705;Niederberg und Ratingen;35;2019;6;26;22;94;;#donnerstagderdemokratie|#Alltagshelden;@HeikoMaas;positive;Ehrenamt
KerstinGriese15992097001;KerstinGriese;TRUE;2020-09-04T08:55:00Z;Der Inklusionspreis fuer die Wirtschaft 2020 ist digital vergeben worden. Interessante und begeisternde Beispiele, die zeigen: Inklusion im Arbeitsleben ist machbar. Und ein Gewinn fuer alle!;5;20;6705;Niederberg und Ratingen;27;2020;9;36;37;157;;#Inklusionspreis;;positive;Inklusion
KirstenKappert15397984201;KirstenKappert;TRUE;2018-10-17T17:47:00Z;Bestes Timing. Heute hat kanada cannabis legalisiert. Heute habe ich diese Kanadier im getroffen. Congratulation - promise kept! Hopefully Germany will follow soon - fuer Jugend- und Gesundheitsschutz.;7;33;3744;Bremen, Deutschland;29;2018;10;42;14;57;;#kanada|#cannabis;@hanfmuseum⁩|@JustinTrudeau⁩;positive;Drogenpolitik
KirstenKappert15998158201;KirstenKappert;TRUE;2020-09-11T09:17:00Z;Seehofer redet im Bundestag von Naechstenliebe und ueberlaesst im selben Atemzug Menschen in Not sich selbst. Das Mindeste waere es, endlich den Kommunen die Aufnahme zu ermoeglichen! Moria Wir Haben Platz;8;48;3744;Bremen, Deutschland;29;2020;9;37;37;158;;#Seehofer|#Moria|#WirHabenPlatz;;negative;Fluechtlingshilfe
KirstenKappert16014473401;KirstenKappert;TRUE;2020-09-30T06:29:00Z;Also, ich fand es schon sehr bizarr, dass gerade Christian Linder findet, es sei an ihm grossspurig der Kanzlerin die Angemessenheit ihrer Rede zu attestieren. bundestag;0;11;3612;Bremen, Deutschland;26;2020;9;40;37;161;;#bundestag;;negative;Lindner
KonstantinNotz15550776001;KonstantinNotz;TRUE;2019-04-12T14:00:00Z;Eine wirklich haarstraeubende Antwort des auf meine Frage zu Amazon Alexa Das Ministerium macht sich einen extrem schlanken Fuss und laesst Nutzer Aufsichtsbehoerden im Regen stehen. Gestaltung des digitalen Wandels? Fehlanzeige!;35;90;69552;Schleswig-Holstein und Berlin;35;2019;4;15;20;83;;#Amazon|#Alexa;@BMI_Bund;negative;Datenschutz
KonstantinNotz15639091801;KonstantinNotz;TRUE;2019-07-23T19:13:00Z;Das demagogische Hetzen gegen bestimmte Menschengruppen wegen ihrer ethnischen oder religioesen Zugehoerigkeit ist schlichter Rassismus. Dieser Rassimus ist widerlich, geschichtsvergessen und inzwischen ein massives Problem fuer die Inneren Sicherheit in Deutschland Waechtersbach;76;446;69550;Schleswig-Holstein und Berlin;31;2019;7;30;23;98;;#Rassimus|#InnerenSicherheit|#Waechtersbach;;negative;Rassismus
KonstantinNotz15645111001;KonstantinNotz;TRUE;2019-07-30T18:25:00Z;Die erschuetternde Tat von Frankfurt mit der Fluechtlingskrise 2015 zu verknuepfen, um Profit daraus zu schlagen, ist offenkundig abwegig und politisch einfach maximal widerlich - hat aber bei der AfD offensichtlich System.;123;743;69550;Schleswig-Holstein und Berlin;32;2019;7;31;23;99;;#Frankfurt|#AfD;;negative;AfD
KonstantinNotz15799398001;KonstantinNotz;TRUE;2020-01-25T08:10:00Z;Die Transatlantische Freundschaft beruht auf gemeinsamen Werten. Wenn ein US-Praesident essentielle Teile dieser Werte mit Fuessen tritt, muss man das kritisieren, sonst ist diese Freundschaft einfach nur eine leere Huelle. Der Vorwurf, das sei undiplomatisch oder ....;62;480;69550;Schleswig-Holstein und Berlin;36;2020;1;4;29;125;;;;positive;Trump
KonstantinNotz15802803601;KonstantinNotz;TRUE;2020-01-29T06:46:00Z;Mit dem Podcast von habe ich darueber gesprochen, wie transparent Geheimdienste in der Demokratie sein muessen PKGr;13;38;69550;Schleswig-Holstein und Berlin;19;2020;1;5;29;126;;#Podcast|#Geheimdienste|#Demokratie|#PKGr;@BehoerdenNews;positive;Transparenz
KonstantinNotz15835925401;KonstantinNotz;TRUE;2020-03-07T14:49:00Z;Liebe Die in Teilen der Partei Die Linke zum Ausdruck gebrachte Parlamentsverachtung ist geschichtsvergessen und schwer ertraeglich. Die Indifferenz zur Menschenrechtssituation in Venezuela, Kuba, etc. - voellig indiskutabel.;87;708;69550;Schleswig-Holstein und Berlin;27;2020;3;10;31;131;;#DieLinke;@SWagenknecht;negative;Linke
KonstantinNotz15840228601;KonstantinNotz;TRUE;2020-03-12T14:21:00Z;Fuer Nationalisten + voelkische Ideologen sind Probleme immer extern bedingt,von Menschen,Laendern,Staaten,die sich fernab der eigenen Grenzen befinden oder von dort kommen.Diese menschenfeindlichen Verschwoerungstheorien sind in Zeiten von Corona toedlich,weil falsch und irrefuehrend;8;59;69550;Schleswig-Holstein und Berlin;38;2020;3;11;31;132;;#Corona;;negative;Querdenker
KonstantinNotz15856429201;KonstantinNotz;TRUE;2020-03-31T08:22:00Z;Es ist ungeheuerlich und irritierend wie verdichtet die Erkenntnis- und Hinweislage bzgl der Gefaehrlichkeit von Stephan E.und Markus H. vor dem Mord an Walter Luebcke war Kassel;31;60;69550;Schleswig-Holstein und Berlin;29;2020;3;14;31;135;;#Luebcke|#Kassel;@tagesschau;negative;Rechtsextremismus
KonstantinNotz15878965801;KonstantinNotz;TRUE;2020-04-26T10:23:00Z;Unterirdisch, dass wir noch Debatten fuehren, bei denen so getan wird, als seien Daten- Privatssphaerenschutz Wohlfuehl-Features und nicht alles entscheidende Freiheitsrechte, die entscheiden, ob Instrument rechtsstaatlich ist oder nicht. Corona App;35;183;69550;Schleswig-Holstein und Berlin;32;2020;4;17;32;138;;#CoronaApp;;negative;Datenschutz
KonstantinNotz15884889001;KonstantinNotz;TRUE;2020-05-03T06:55:00Z;Der Gruene Laenderrat ist voll gelungen. Danke an die ganze BGSchSt Man merkt der Berichterstattung aber deutlich an: die Journalist:innen vermissen regulaere Parteitage - das Quatschen in den Gaengen, die Atmosphere in der Halle, das ganze Drum und Dran. Das geht mir genau so.;9;76;67615;Schleswig-Holstein und Berlin;44;2020;5;18;33;139;💚;#Gruene|#Laenderrat;;positive;Parteipolitik
KonstantinNotz15916954801;KonstantinNotz;TRUE;2020-06-09T09:38:00Z;Warum die FDP ausgerechnet in diesen Zeiten - in denen es Qualitaet im Journalismus und bei Informationen dringender denn je braucht - mit der AfD im Duett das populististische Liedchen gegen den OeffenlichRechtlichen Rundfunk singen will, ist mir gaenzlich unverstaendlich.;117;1306;69550;Schleswig-Holstein und Berlin;38;2020;6;24;34;145;;#FDP|#AfD;;negative;Medien
KonstantinNotz15948814201;KonstantinNotz;TRUE;2020-07-16T06:37:00Z;Das Agieren der Bundesregierung in Sachen Daten- und PrivatsphaereSchutz der Buergerinnen und Buerger im auf die Uebermacht der grossen TechKonzerne ist seit vielen Jahren einfach unterirdisch, zynisch und ignorant.;6;31;69550;Schleswig-Holstein und Berlin;30;2020;7;29;35;150;;;@Hinblick;negative;Datenschutz
KonstantinNotz15949696201;KonstantinNotz;TRUE;2020-07-17T07:07:00Z;Bei der Verfassungswidrigkeit von Sicherheitsgesetzen geht es lang schon nicht mehr um Einzelfaelle Die Ignoranz der Gro Ko gegenueber den Freiheitsrechten im Digitalen Zeitalter ist strukturell. Bestandsdaten;41;117;69550;Schleswig-Holstein und Berlin;26;2020;7;29;35;150;;#Einzelfaelle|#GroKo|#Bestandsdaten;;negative;Datenschutz
KonstantinNotz15968836801;KonstantinNotz;TRUE;2020-08-08T10:48:00Z;Eine ziemlich verrueckte Gruppe von wenigen tausend Leuten zieht mit abwegigen bis abstossenden Argumenten durch die Gegend und hat null Rueckhalt in der Bevoelkerung. Berichtenswert daran erscheint vor allem die esoterische bis faschistische Wissenschaftsfeindlichkeit dieser Leute.;2;41;67615;Schleswig-Holstein und Berlin;38;2020;8;32;36;153;;;@Puettmann_Bonn|@DLF;negative;Querdenker
KonstantinNotz15986919601;KonstantinNotz;TRUE;2020-08-29T09:06:00Z;Die Reformplaene von CDU SPD und CSU zum Wahlrecht sind so dysfunktional, dass der Deutsche Bundestag bei der BTW2021 wahrscheinlich nicht wieder kleiner, sondern noch groesser wird. Es ist ein demokratischer Frontalunfall mit Vorsatz der Groko;23;50;69550;Schleswig-Holstein und Berlin;37;2020;8;35;36;156;;#CDU|#SPD|#CSU|#Wahlrecht|#BTW2021|#Groko;;negative;Wahlrechtsreform
KonstantinNotz16008546601;KonstantinNotz;TRUE;2020-09-23T09:51:00Z;Der bisher geringe Nutzen der Covid19-App ist aeusserst bedauerlich. Die Bundesregierung muss lange bekannte Defizite, auch mit Blick auf steigende Fallzahlen, schnellstmoeglich abstellen. Mein Statement zur 100-Tage-Bilanz gegenueber;7;28;69550;Schleswig-Holstein und Berlin;30;2020;9;39;37;160;;#Covid19|#Bundesregierung;@rponline;negative;Coronamassnahmen
LangeMdB15691413601;LangeMdB;TRUE;2019-09-22T08:36:00Z;Kunst Kultur im laendlichen Raum: gerade bei der Eroeffnung der Ausstellung Formen und Farben im Buergerhaus Unterweissach gewesen. Tolle Ausstellung, anregende Gespraeche;0;6;5026;"";26;2019;9;38;25;106;👍;;@SPDRemsMurr;positive;Kommunalpolitik
LeniBreymaier15547938001;LeniBreymaier;TRUE;2019-04-09T07:10:00Z;In den 60ern wurden Autos mit sich halbnackt raekelnden Frauen beworben. Das gleiche Niveau erreicht jetzt der Verkehrsminister mit den Radhelmen. Scheuer hat die gesellschaftlichen Entwicklung der letzten 50 Jahre verpasst. Leider.;1;19;3712;Aalen, Deutschland;32;2019;4;15;20;83;;#Verkehrsminister|#Radhelmen|#Scheuer;;negative;Scheuer
LeniBreymaier15593016601;LeniBreymaier;TRUE;2019-05-31T11:21:00Z;Wenn die INSM ein Gutachten in Auftrag gibt, das feststellt, eine Grundrente verstosse gegen die Verfassung, dann frage ich: Geht es noch ein bisschen groesser? Ansonsten hilft vielleicht auch ein Blick zurueck. Die Aufwertung geringer Rentenansprueche ist nicht neu.;3;34;3712;Aalen, Deutschland;39;2019;5;22;21;90;;#INSM|#Grundrente|#Verfassung;;negative;Grundrente
LeniBreymaier15737342401;LeniBreymaier;TRUE;2019-11-14T12:24:00Z;Nein, AKK, das Rentensystem stoesst nicht an die Grenze des Machbaren. Ihre Versuche, sich auf Kosten von unterschiedlichen Bevoelkerungsgruppen -heute sind es die Rentnerinnen und Rentner- zu profilieren, sind einfach nur peinlich.;2;24;3712;Aalen, Deutschland;32;2019;11;46;27;114;;#AKK|#Rentensystem|#Rentnerinnen|#Rentner;;negative;Rente
LeniBreymaier15790960801;LeniBreymaier;TRUE;2020-01-15T13:48:00Z;Was fuer eine barbarische und feige Art der politischen Auseinandersetzung. Volle Solidaritaet mit meinem Kollegen und seinem Team, auf deren Wahlkreisbuero in Halle 5 Schuesse abgegeben wurden. Die geistigen Schuetzen sitzen auch in den Parlamenten.;5;64;3712;Aalen, Deutschland;36;2020;1;3;29;124;;#Solidaritaet|#Halle|#Schuesse;@KarambaDiaby;negative;Terror
LieblingXhain15848112001;LieblingXhain;TRUE;2020-03-21T17:20:00Z;In Wirklichkeit verkriechen sich Kalbitz und Hoecke in den Schoss von Weidel um mit der Strategie der Selbstverharmlosung ihren Rechtsextremismus zu betreiben.Wer soll bei der krassen Bedrohung, die derzeit von rechtem Terror ausgeht, auf solche durchsichtigen Tricks reinfallen;0;3;10693;Berlin #Xhain;41;2020;3;12;31;133;;#Kalbitz|#Hoecke|#Weidel|#Terror;@MieruchMario|@Plastik_Brewin|@Zelotophobist;negative;Rechtsextremismus
LisaPaus15550016401;LisaPaus;TRUE;2019-04-11T16:54:00Z;Ein Gericht hat geurteilt, dass todkranke Menschen Betaeubungsmittel erhalten duerfen, um selbstbestimmt zu sterben. Aber Spahn setzt das Urteil einfach nicht um. Das empoert mich. Deshalb unterstuetze ich die interfraktionelle Erklaerung zur sterbehilfe;17;49;8719;Charlottenburg-Wilmersdorf;35;2019;4;15;20;83;;#Spahn|#sterbehilfe;;negative;Sterbehilfe
