last_name;first_name;wahlkreis_name;party;bundesland;unemployment_rate;share_pop_migration;username;followers_count;created_at;full_text;favorite_count;retweet_count;label
Deligöz;Ekin;Neu-Ulm;gruene;Bayern;2.5;20.4;ekindeligoez;8232;2019-10-31T13:37:00Z;#bmbf @AnjaKarliczek bewilligt die erste Tranche Finanzmittel #Batteriefabrik #Münster 150 Mio trotz berechtigter Zweifel am Verfahren! Krasser Fehler! #Selbstbedienung?;3;0;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2019-11-01T06:57:00Z;Der Umgang Russlands mit dem #Internet ist ein fundamentaler Angriff auf die Meinungsfreiheit. Er hat eine neue Dimesion der Verletzung grundlegender #Menschenrechte und muss vom #Europarat untersucht werden. #Russland;1;2;negative
Kaiser;Elisabeth;Gera – Greiz – Altenburger Land;spd;Thueringen;8.6;3.1;Kaiser_SPD;1961;2019-11-01T15:48:00Z;Wieder einmal beweist dieser Mann, dass er seines Mandates nicht würdig ist. Antisemitismus und Verschwörungstheorien haben im Parlament nichts zu suchen: „Brandner nennt #Bundesverdienstkreuz an #Lindenberg ‚Judaslohn‘“ ⁦@OTZonline⁩ ⁦@mdr_th⁩  https://t.co/wK9LZZTNqf;14;3;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;59829;2019-11-02T07:05:00Z;Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung ächten, ausgrenzen, „klein halten“ (?)... der Phantasie den freien Lauf. Da fällt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was für eine erbärmliche Figur. https://t.co/kWIdW0mVhY;2029;563;negative
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2019-11-04T13:26:00Z;"Wer so einen #menschenverachtenden Unsinn postet, soll jetzt #SPD-Chefin werden?
So ist es richtig: Wer #Sozialismus positiv verwendet, hat von Geschichte keine Ahnung und verhöhnt Millionen Opfer des sozialistischen Wahns.

#NiewiederSozialismus
#GehdochnachNordkorea! https://t.co/VXNJZBHLd8";35;14;negative
Bernhard;Marc;Karlsruhe-Stadt;afd;Baden-Wuerttemberg;4.7;30.5;MarcBernhardAfD;3966;2019-11-04T15:54:00Z;"#Verfassungsschutz mit Stasimethoden: „Hinweistelefon“ ist staatlich geförderte Denunziation! Kampf gegen alle Formen von #Extremismus und #Terrorismus notwendig. Regierung und Verfassungsorgane auf linkem Auge blind!  #Sozialismus #30jahremauerfall 

https://t.co/4w8GRn6I5V https://t.co/Q3qtcX51t9";28;10;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2019-11-05T06:26:00Z;"Schon zu lange dulden und fördern SPD &amp; Co. gewaltbereite Linksextremisten. Deshalb soll sich OB Jung Krokodilstränen sparen und gg. linke Gewalt mit #Nulltoleranz vorgehen. Kein Demokrat darf zulassen, dass Frauen von Überfallkommandos heimgesucht werden!
https://t.co/nnvatGQ8HV";138;34;negative
Hunko;Andrej;Aachen I;linke;Nordrhein-Westfalen;8.2;24.6;AndrejHunko;9259;2019-11-07T07:08:00Z;"Neues von der Skandaldrohne #EuroHawk: 
Nachdem Kanada Verhandlungen beendete, kaufte die NATO Ersatzteile aus der Resterampe:
https://t.co/M7ijx4bSuv

Jetzt überlegt die US-Luftwaffe, den Flieger nebst Bodenstation zu erwerben. Beides hat nur Schrottwert, der Verlust ist immens.";1;2;negative
Pronold;Florian;Rottal-Inn;spd;Bayern;3.1;14;florianpronold;14726;2019-11-07T12:32:00Z;Mit der Förderung werden 23 #Elektrobusse beschafft. Mainz macht hier große Schritte und hat eine wichtige Vorbildfunktion für andere Kommunen. Aktuell unterstützt das @bmu deutschlandweit 13 Vorhaben mit rund 230 Mio. Euro, insgesamt werden ca. 650 Elektrobusse beschafft. https://t.co/jdiJx2ohSM https://t.co/ygVQjuRVGW;7;3;positive
Kindler;Sven-Christian;Stadt Hannover II;gruene;Niedersachsen;7.2;24.1;sven_kindler;16112;2019-11-07T13:46:00Z;Die neuste Ausgabe von @derrechterand geht um rechte Angriffe auf die Klimabewegung. Der Einsatz für Klimagerechtigkeit ist auch ein Einsatz für globale Solidarität und für #Antifaschismus. Jetzt bis 14.11. das neue Heft vorbestellen. https://t.co/jDanDrELDk;18;5;positive
Özoğuz;Aydan;Hamburg-Wandsbek;spd;Hamburg;7.1;28.3;oezoguz;18914;2019-11-08T10:35:00Z;Ein sehr emotionaler Termin heute Morgen. Eine bewundernswerte Frau, die sich trotz allem, was ihr angetan wurde, um so viele Differenzierungen und um Klarheit bemüht. Aber auch ihre Ängste offen anspricht. Danke Nadia Murad @NadiaMuradBasee. Und Danke @AuswaertigesAmt https://t.co/PPXf89qQ5b;11;1;positive
Lehmann;Sven;Köln II;gruene;Nordrhein-Westfalen;8.5;32.3;svenlehmann;15570;2019-11-08T13:33:00Z;Wer glaubt, die Faschisten in diesem Land hätten allein Geflüchtete, Muslime, Juden im Visier, der täuscht sich. Auch Menschen ohne Arbeit stehen auf der Hass-Liste. Ich habe diesen Typ natürlich angezeigt - wegen Volksverhetzung und öffentlichem Aufruf zu einer Straftat. https://t.co/gk1tSIbqvW;130;21;negative
Lemke;Steffi;Dessau – Wittenberg;gruene;Sachsen-Anhalt;9.1;3.2;steffilemke;14685;2019-11-08T14:25:00Z;Arbeitsplatzverluste in der Windkraftbranche „Die Politik (der Bundesregierung) hat uns den Stecker gezogen.“ https://t.co/TpYa18zlUR;5;7;negative
Henrichmann;Marc;Coesfeld – Steinfurt II;cdu_csu;Nordrhein-Westfalen;3.3;11.9;MarcHenrichmann;532;2019-11-08T16:14:00Z;"Zügig und effektiv! Sehr gute Arbeit des BamF. 
Es bleibt die berechtigte Frage, ob das Asylrecht nicht grundsätzlich verwirkt, wer den Rechtsstaat bekämpft und schwerste Straftaten begeht.
#bamf #miri #akzeptanz #asyl
https://t.co/JGyzUMJAB4";0;0;positive
Maas;Heiko;Saarlouis;spd;Saarland;5.5;16.1;HeikoMaas;407934;2019-11-09T06:58:00Z;Vor dreißig Jahren fiel die Berliner Mauer. Doch sie fiel nicht einfach – sie wurde zu Fall gebracht. Sie wurde eingerissen von den vielen mutigen Menschen in Ostdeutschland, deren Hunger nach Freiheit und Gerechtigkeit stärker war als alle Zäune und Mauern. Danke! #mauerfall30;337;51;positive
Schimke;Jana;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;cdu_csu;Brandenburg;5.8;4.8;JanaSchimke;4969;2019-11-11T14:31:00Z;Ich sorge mich um die Gerechtigkeit und Finanzierbarkeit unseres #Sozialstaates. Die #Grundrente fördert nicht-Bedürftige, schafft Ungerechtigkeiten und trägt zum finanziellen Kollaps der #Rentenversicherung bei. #Generationengerechtigkeit geht anders. https://t.co/LRNPYAvFkU;123;29;negative
Nastic;Zaklin;Hamburg-Eimsbüttel;linke;Hamburg;7.1;28.3;zaklinnastic;4208;2019-11-12T13:50:00Z;Herzlichen Glückwunsch @Amira_M_Ali zur #Wahl als Fraktionsvorsitzende @Linksfraktion Gemeinsam möchten wir dem globalisierten Kapitalismus eine starke Linke im Parlament entgegensetzen. https://t.co/ESXn8QkEFa;15;2;positive
Lauterbach;Prof. Dr. Karl;Leverkusen – Köln IV;spd;Nordrhein-Westfalen;8.5;32.2;karl_lauterbach;268502;2019-11-12T20:00:00Z;Der Staat hat nicht versagt, im Gegenteil. Er konnte den Anschlag verhindern, die Verbrecher fassen. Der Polizei und den Ermittlern gebührt größter Dank, keine Beschimpfung. Es geht in erster Linie weder um Türken, Mazedonier oder Offenbacher. Nur um hochgefährliche Verbrecher https://t.co/pff43NN5gx;1038;65;positive
Hakverdi;Metin;Hamburg-Bergedorf – Harburg;spd;Hamburg;7.1;28.3;MetinHakverdi;4032;2019-11-13T11:44:00Z;"#Applepay @JensZimmermann1 
I/II:
Zukunft gerecht gestalten:
Heute habe wir einen grossen (riesigen) Schritt in Richtung gerechter Plattform-Ökonomie gemacht.
Apple muss in Zukunft auf den I-Phones die Bezahlung durch andere Zahlungsdienstleistern ermöglichen.";9;6;positive
Bartsch;Dr. Dietmar;Rostock – Landkreis Rostock II;linke;Mecklenburg-Vorpommern;8.9;5.5;DietmarBartsch;65116;2019-11-14T11:14:00Z;Das sind inakzeptable Zustände, die nicht erst seit heute bekannt sind. Es kann nicht sein, dass schwerkranke #Kinder im reichen Deutschland nicht behandelt werden. Gesundheitsminister @jensspahn muss endlich handeln und die Versorgung unserer Kleinsten sicherstellen. https://t.co/0WDzuHMD2J;154;32;negative
Breymaier;Leni;Aalen – Heidenheim;spd;Baden-Wuerttemberg;4.1;23.2;LeniBreymaier;3712;2019-11-14T12:24:00Z;Nein, #AKK, das #Rentensystem stößt nicht an die Grenze des Machbaren. Ihre Versuche, sich auf Kosten von unterschiedlichen Bevölkerungsgruppen -heute sind es die #Rentnerinnen und #Rentner- zu profilieren, sind einfach nur peinlich.;24;2;negative
Diaby;Dr. Karamba;Halle;spd;Sachsen-Anhalt;9.8;6.4;KarambaDiaby;49860;2019-11-14T14:34:00Z;"Ein schöner Tag für Halle. Die Bereinigungssitzung des Haushaltsausschusses hat beschlossen: 16,2 Mio. Euro erhält #Halle aus Zuschüssen für investive Kulturmaßnahmen. 2,9 Mio. Euro für die Moritzkirche &amp; 13,3 Mio. Euro für das Stadtbad Halle. Danke an @kahrs und #BettinaHagedorn";62;9;positive
Bause;Margarete;München-Ost;gruene;Bayern;4.5;34.3;MargareteBause;6874;2019-11-14T20:57:00Z;"Wir haben die Bundesregierung zum #Sozialkreditsystem in #China gefragt. Die Antworten zeugen von erschreckendem Unwissen und fahrlässiger Gleichgültigkeit.

Anfrage der Grünen: Bundesregierung ist bei China erstaunlich ahnungslos https://t.co/golOIcql8V via @welt";22;12;negative
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2019-11-15T12:14:00Z;"Der #grüne Wahnsinn wird immer grotesker. Jetzt fehlt als irre Pointe nur noch, dass diese Frau von ihrer eigenen Partei abgesägt wird, weil sie von """"""""Volk"""""""" spricht... https://t.co/gr3tu4BrVg";5;1;negative
Riexinger;Bernd;Stuttgart II;linke;Baden-Wuerttemberg;5;38.6;b_riexinger;38584;2019-11-18T17:09:00Z;"Was muss eigentlich noch passieren damit Verkehrsminister #Scheuer endlich den Hut nimmt? Untätigkeit, Lügen, verdeckte Absprachen, Steuergeldverschwendung bei #Maut, #Autobahn und das #Bahndesaster. Nur eine Lösung: #Scheuermussweg! #Bundesrechnungshof 
https://t.co/7HjfhfwaoK";437;88;negative
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2019-11-20T08:21:00Z;"30 Jahre: Wir @GrueneBundestag feiern #Kinderrechte!

Anspruch &amp; Realität klaffen weit auseinander: aufwachsen in Armut, mit Hunger, im Krieg ist schlimm.

#Kinder sind hier &amp; weltweit besser zu schützen: Sie haben Rechte &amp; sind Zukunft! #Menschenrechte 

https://t.co/Q4qYtxr0P9";22;3;positive
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2019-11-20T13:22:00Z;"Die Klimanazis von #ExtinctionRebellion lassen die Maske fallen: Die wollen die Demokratie abschaffen und relativieren den Holocaust. Wo bleibt  der #Verfassungsschutz,  „Demokratie leben“ und Unvereinbarkeitsbeschluss der #Grünen? 

https://t.co/CqklWPVa2I";915;280;negative
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2019-11-20T15:25:00Z;"#Wissenschaft genießt besonders hohes Vertrauen in unserer Gesellschaft und viele Menschen erwarten, dass sich #Wissenschaftler*innen mit Bedacht in politische Debatten einbringen. 

Das ist ermutigend und zugleich eine große Verantwortung! https://t.co/Djd1rPW7Zm";3;1;positive
Maas;Heiko;Saarlouis;spd;Saarland;5.5;16.1;HeikoMaas;434412;2019-11-20T18:23:00Z;Die #NATO ist ein Erfolgsmodell und wir haben ein Interesse daran, es fortzusetzen. Dabei kommt es auf unsere Geschlossenheit an. Wir wollen den politischen Arm der NATO stärken und deutlich machen: Sie funktioniert, sie hat eine Zukunft und wir werden sie auch brauchen. https://t.co/0WM3KVpetc;88;22;positive
Büttner;Matthias;Altmark;afd;Sachsen-Anhalt;9.9;2.9;Buettner_MdB;2385;2019-11-20T18:43:00Z;"In der Zentralen Anlaufstelle für Asylsuchende in #Halberstadt häufen sich seit Wochen die Konflikte und körperlichen Auseinandersetzungen.
Es muss gelten: Wer gewalttätig wird, hat sein Gastrecht verwirkt und muss schnellstens in den Abschiebeflieger!
https://t.co/162oFQRaAi";6;1;negative
Heil (Peine);Hubertus;Gifhorn – Peine;spd;Niedersachsen;5.2;17.3;hubertus_heil;84009;2019-11-22T12:57:00Z;Paketboten machen einen harten und wichtigen Job. Sie haben anständige Löhne, sozialen Schutz und Respekt verdient. Dabei hilft das #Paketbotenschutzgesetz Es tritt zum 1. Dezember in Kraft. https://t.co/P6fVVrSZjc;276;40;positive
Kindler;Sven-Christian;Stadt Hannover II;gruene;Niedersachsen;7.2;24.1;sven_kindler;15868;2019-11-22T13:40:00Z;"Statt die Zivilgesellschaft zu stärken und für Rechtssicherheit bei der #Gemeinnützigkeit zu sorgen, will @OlafScholz ihr weitere Knüppel zwischen die Beine werfen. Der Entwurf zielt auf eine Entpolitisierung der Zivilgesellschaft. Und das in diesen Zeiten
https://t.co/95nUveedFW";68;30;negative
;;;;;;;PaulZiemiak;37629;2019-11-22T16:46:00Z;"Ich möchte mich bei allen Mitarbeitern im #KAH bedanken. Ihr habt alle zusammen unermüdlichen Einsatz &amp; Leidenschaft gezeigt. Ich freue mich auf alles, was wir gemeinsam noch im gesamten Team bewegen werden. Ich weiß heute: Es wird gut! #cdupt19";25;1;positive
Haßelmann;Britta;Bielefeld – Gütersloh II;gruene;Nordrhein-Westfalen;8.6;32.7;BriHasselmann;20299;2019-11-23T08:52:00Z;Stimmt! Gerade in diesen Zeiten ist das Engagement für unsere Demokratie , unsere lebendige Zivilgesellschaft u. für unsere weltoffene Gesellschaft so bedeutend. Heute Mitgliederversammlung ⁦@boell_stiftung⁩ ⁦MonaNeubaur⁩ ⁦⁦@bueti⁩ ⁦@StefanGelbhaar⁩ https://t.co/L5zGDDOmY1;8;0;positive
Koeppen;Jens;Uckermark – Barnim I;cdu_csu;Brandenburg;10.3;4.1;jenskoeppen;3482;2019-11-23T14:23:00Z;Die Union hat echt keinen Mangel an starken Führungspersönlichkeiten. Auf dem Parteitag hat sich heute Markus Söder stark, launig und lässig zu gleich präsentiert. Super Rede, starker Auftritt... #cdupt19 https://t.co/G203Sdvy3V;11;0;positive
Hartwig;Dr. Roland;Rheinisch-Bergischer Kreis;afd;Nordrhein-Westfalen;6.3;19.1;R_Hartwig_AfD;6687;2019-11-25T07:16:00Z;"Da ist sie doch schon längst, wie ihr Parteitag in Leipzig einmal mehr vor Augen geführt hat! Und das Arzneimittel „AfD forte“ weist sie weit von sich! Also wird es weiter bergab gehen!
https://t.co/YZpWxUGyBq";44;17;negative
Göring-Eckardt;Katrin;Erfurt – Weimar – Weimarer Land II;gruene;Thueringen;6.8;6.6;GoeringEckardt;174391;2019-11-26T13:59:00Z;"Der Gesetzentwurf, den die Bundesjustizministerin vorgelegt hat, enttäuscht auf ganzer Linie – er bleibt sogar hinter der UN-Kinderrechtskonvention zurück.  

Deshalb brauchen wir STARKE Kinderrechte im Grundgesetz 👇

#StarkFürKinderrechte 💪

https://t.co/G27hvuBmwG";68;11;negative
Schäffler;Frank;Minden-Lübbecke I;fdp;Nordrhein-Westfalen;5.3;23.9;f_schaeffler;13335;2019-11-27T10:36:00Z;Bisher hat die #Regierung viel Tam-Tam um ihre #Blockchain-Strategie gemacht, doch mehr als heiße Luft hat sie noch nicht produziert. #Bundestag https://t.co/NzCU5KT6sV;26;3;negative
Lay;Caren;Bautzen I;linke;Sachsen;6.9;3.2;CarenLay;9763;2019-11-28T10:06:00Z;Die Gelder für den #SozialenWohnungsbau werden für 2020 um 500 Mio € gekürzt! Das hat die #GroKo gerade im #Bundestag beschlossen. Der Niedergang des @SozialenWohnungsbaus ist damit besiegelt. Eine beschämende Entscheidung, ein trauriger Tag für Mieter*innen! @Linksfraktion;231;126;negative
Brantner;Dr. Franziska;Heidelberg;gruene;Baden-Wuerttemberg;4.3;25.7;fbrantner;9773;2019-11-28T14:00:00Z;"Mann oh Mann @OlafScholz &amp; @peteraltmaier ...
Deutsche Regierung steht mit ihrer Blockade von größerer Steuertransparenz an der Seite der Steueroasen.
Dass wir da mal landen. Zum Schämen. 

#GroKo hat fertig.  https://t.co/DjZRRdBlQa";22;6;negative
Holtz;Ottmar von;Hildesheim;gruene;Niedersachsen;6.7;15.3;owvonholtz;1437;2019-11-30T12:30:00Z;@quedlinburger Wahnsinn ist, wenn Menschen mit Faschisten gemeinsame Sache machen und glauben, dass sie Demokraten seien. Alles, was ihr wollt, ist, unsere Freiheit einzuschränken. Das werden wir nicht zulassen. #WirSindMehr;3;0;negative
Meyer;Christoph;Berlin-Charlottenburg-Wilmersdorf;fdp;Berlin;9.4;24.1;ChristophFDP;2757;2019-12-01T07:11:00Z;Immer noch sind HIV und AIDS Gründe, den Kontakt zu Betroffenen abzubrechen. Das betrübt. Lasst uns weiter dafür kämpfen, diesen beschi***** Virus zu besiegen und vor allem: Bietet denen, die gegen ihn kämpfen, einen Platz in eurer Mitte. #WorldAIDSDay TM;34;1;negative
Lauterbach;Prof. Dr. Karl;Leverkusen – Köln IV;spd;Nordrhein-Westfalen;8.5;32.2;karl_lauterbach;337001;2019-12-01T08:44:00Z;Die Wahl von Esken/Nowabo stellt auf jeden Fall eine Chance für eine neue SPD Klimapolitik dar. Mit dem vorliegenden Klimapaket, besonders dem Abwürgen der Windenergie und den mangelhaften Investitionen in die Infrastruktur, kann die SPD nicht glaubhaft in der GroKo bleiben.;715;49;negative
Mast;Katja;Pforzheim;spd;Baden-Wuerttemberg;4.3;31.1;KatjaMast;2198;2019-12-03T13:11:00Z;"#Lufthansa trennt sich von der klugen Bettina Volkens &amp; verpasst zudem eine Chance: Den Vorstand weiblicher zu machen. Jetzt noch Männerdominierter. 

Zeigt: Wir brauchen d. #Quote auch für Vorstände. Nicht wünschenswert, aber notwendig. #Gleichstellung geht nur m. Verpflichtung! https://t.co/WYIAID3xQ1";3;0;negative
Polat;Filiz;Osnabrück-Land;gruene;Niedersachsen;3.6;19.4;filizgreen;4465;2019-12-04T07:13:00Z;Die 30. #Sammelabschiebung und immer noch ist #Afghanistan nicht sicher. Das zeigt auch der Besuch von #AKK und Ankündigung der Mandatsverlängerung der Bundeswehr. Dieses Jahr ist die Zahl der getöteten Zivilist*innen nochmals dramatisch angestiegen. Daher: Abschiebestopp jetzt! https://t.co/s78Aa7jql1;13;6;negative
Bartsch;Dr. Dietmar;Rostock – Landkreis Rostock II;linke;Mecklenburg-Vorpommern;8.9;5.5;DietmarBartsch;62978;2019-12-04T12:03:00Z;Dass #Macron am Pranger steht und nicht Kriegsherr #Erdogan, sagt alles über die @NATO. Die #Bundesregierung lässt Deutschlands engsten Partner Frankreich im Stich. Es kann nicht sein, dass Deutschland näher bei Trump und Erdogan steht als bei der französischen Regierung. #NATO70 https://t.co/gnNcQktQTA;320;75;negative
Müller;Bettina;Main-Kinzig – Wetterau II – Schotten;spd;Hessen;4.6;22.5;BetMueller;2874;2019-12-05T10:45:00Z;"Heute ist #Welttag des #Ehrenamt
#Ehrenamtliche machen die #Welt etwas besser und menschlicher. Zahllose Bürgerinnen und Bürger in meinem #Wahlkreis und darüber hinaus übernehmen täglich #freiwillig #Verantwortung in unserer #Gesellschaft. #Danke #Wertschätzung #dubistnichtallein https://t.co/1jxPp2wp7g";17;2;positive
Lauterbach;Prof. Dr. Karl;Leverkusen – Köln IV;spd;Nordrhein-Westfalen;8.5;32.2;karl_lauterbach;268502;2019-12-06T17:58:00Z;Versagen beim Klimaschutz kann man nur verbergen, wenn man die Wirkung der Maßnahmen nicht untersucht. Den Weg geht Scheuer jetzt. Das darf die SPD nicht mittragen. Weder die Auto-Krise noch der Klimaschutz kommen so weiter. Scheuer wird zum GroKo-Problem https://t.co/GOKVBy6FsD;354;86;negative
Patzelt;Martin;Frankfurt (Oder) – Oder-Spree;cdu_csu;Brandenburg;8.2;4.8;MPatzeltCDU;432;2019-12-10T15:52:00Z;#Menschenrechte sind immer gafährdet, deshalb braucht es Menschenrechtverteidiger, nicht nur in Diktaturen, sondern auch mitten unter uns. #TagDerMenschenrechte;3;1;negative
Gelbhaar;Stefan;Berlin-Pankow;gruene;Berlin;9.4;24.1;StefanGelbhaar;6537;2019-12-11T09:56:00Z;"Lütke-Daldrup - Geschäftsführer Flughafen Berlin - widerspricht Behauptungen, es käme zu Kapazitätsengpässen am BER. 

Für die TXL-Liebhaber: Ich höre ja immer von übelsten Kapazitätsengpässen in TXL. #nurmalso";12;1;negative
Lehmann;Sven;Köln II;gruene;Nordrhein-Westfalen;8.5;32.3;svenlehmann;14966;2019-12-13T06:41:00Z;Unfassbar: In #NRW ist fast jeder fünfte Mensch arm. Und Schwarz-Gelb will die Arbeitslosenzentren nicht mehr finanzieren. Diese Zentren sind so wichtig. Es ist sozial kalt, gerade Menschen in Armut die oft einzige Anlaufstelle wegzunehmen, @ArminLaschet! https://t.co/5YNEdpMvqf;66;24;negative
Scheuer;Andreas;Passau;cdu_csu;Bayern;4.2;12.7;AndiScheuer;59399;2019-12-13T08:26:00Z;"#Klimaschutz sorgt für neue Arbeitsplätze in den Regionen. Regionalbusse, Lkw, Gabelstapler &amp; Autos tanken u.a. in #Landshut bald #Wasserstoff rein aus erneuerbaren Energien - vor Ort hergestellt! Herzlichen Glückwunsch an alle 16 #H2-Regionen in Deutschland. #HyLand #HyBayern https://t.co/J2UIom9Lee";32;5;positive
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2019-12-15T15:24:00Z;"Können wir bitte diskutieren, warum die Regierungschefs nicht in der Lage sind, das Weltklima zu retten - statt über @GretaThunberg Bahnreise? 

Hört endlich auf, #Klimschutz zu vermasseln &amp; von diesem Wahnsinn abzulenken! #COP25";30;4;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2019-12-17T12:20:00Z;Ein einziges Drama. Auf der einen Seite freue ich mich, dass ein Mensch aus meinem Wahlkreis aus der #Türkei zurück nach Deutschland kommt. Gleichzeitig neue Verhaftungen. Der Angriff auf Menschenrechte und Demokratie und die Hexenjagd müssen aufhören. #Erdogan @myeneroglu;4;0;negative
Gohlke;Nicole;München-Süd;linke;Bayern;4.5;34.3;NicoleGohlke;7685;2019-12-17T15:12:00Z;"Durchschnittsmiete von 17,10 EUR/qm. Das macht 1000 EUR kalt für neuvermietete 58 Quadratmeter-Wohnung - nach oben keine Grenze. Für rund 270.000 Menschen, die in #München in Armut leben, ist das unbezahlbar. #Mietenwahnsinn #6JahreMietenstopp 
https://t.co/PsUQUbzT7c";11;4;negative
Paus;Lisa;Berlin-Charlottenburg-Wilmersdorf;gruene;Berlin;9.4;24.1;LisaPaus;9024;2019-12-18T08:56:00Z;"Weitere Einschränkungen beim #IFG sind der völlig falsche Weg!

Öffentlichkeit &amp; Bundestag haben ein Recht darauf auch unbequeme Wahrheiten zu erfahren.  

#CumEx-Anklagen wären ohne Aufarbeitung des Bundestages &amp; öffentlichen Druck nicht denkbar gewesen

https://t.co/IQHU1GGvlP https://t.co/ePNFhDvIv1";15;8;negative
Föst;Daniel;München-Nord;fdp;Bayern;4.5;34.3;dfoest;6540;2019-12-19T10:15:00Z;Mehr Symbolpolitik als dieser absurde #Klimanotstand in #München geht nicht. Konsequenzen: null. Verbesserungen: null. Anreize zu mehr #Klimaschutz: null. Ganz klar: wir müssen den #Klimawandel aufhalten. Aber mit Populismus wird das ganz sicher nicht gelingen. https://t.co/ACommar4bl;123;16;negative
Hirte;Prof. Dr. Heribert;Köln II;cdu_csu;Nordrhein-Westfalen;8.5;32.3;HHirte;6110;2019-12-19T16:11:00Z;"#ARUGII heute im Bundesgesetzblatt, tritt ab 1.1.2020 in Kraft. Als Gesetzgeber beobachten wir jetzt genau, inwieweit die neuen Vorgaben zur Transparenz &amp; Festlegung der Maximalvergütung umgesetzt werden. Klar ist: Das Gesetz stärkt Aktionärsrechte durch mehr Mitbestimmung -TH";2;3;positive
Keul;Katja;Nienburg II – Schaumburg;gruene;Niedersachsen;5.9;15.3;KatjaKeul;2145;2019-12-20T12:30:00Z;"Unfassbar!  Seit Kündigung des Iran Deals im Sommer 2018 wurde noch keine einzige Transaktion über #INSTEX abgewickelt! 
Die EU muss hier entschlossener vorgehen, wenn sie jemals ihre Souveränität gegen US Sanktionen verteidigen will. https://t.co/Cf5tCb7odc";38;23;negative
Bernhard;Marc;Karlsruhe-Stadt;afd;Baden-Wuerttemberg;4.7;30.5;MarcBernhardAfD;3966;2019-12-20T15:07:00Z;#Klimapaket ist eine der massivsten #Steuererhöhungen überhaupt – #Deutsche weiter geschröpft! Nach Kosten für sogenannte #Energiewende jetzt weitere Mehrbelastung in Form universeller #Steuer auf das Leben! https://t.co/Rdd31t4LlH;44;19;negative
Hänsel;Heike;Tübingen;linke;Baden-Wuerttemberg;3.1;22.4;HeikeHaensel;7921;2019-12-21T22:24:00Z;Gepanzerte Polizeiwagen fahren in Santiago de #Chile brutal in die Menge und überfahren einen jungen Protestierenden! Wie lange will die BuReg @RegSprecher dazu eigentlich noch schweigen? Wieso gibt es keine Verurteilung der brutalen Polizeigewalt in Chile, Herr Maas @HeikoMaas ? https://t.co/YbCZbLZ2Tf;417;237;negative
Wendt;Marian;Nordsachsen;cdu_csu;Sachsen;8.4;2.7;MdbWendt;2489;2019-12-23T07:23:00Z;Es macht mich traurig, wenn in einer Stadt, die zu einer der „weihnachtlichsten“ Städte in unserem Land zählt, ein Händler solchen Nationalismus zur Schau stellt. Den Sinn der Weihnacht hat er nicht verstanden. #Schneeberg https://t.co/5pEx8OeJeW;2;0;negative
Hahn;Florian;München-Land;cdu_csu;Bayern;2.7;22.7;hahnflo;6183;2019-12-28T10:48:00Z;"Die #klimahysterie in diesem Land treibt nicht nur unsinnige Blüten, sondern sie gefährdet den Zusammenhalt zwischen Alt &amp; Jung, Stadt &amp; Land und Arm &amp; Reich #versöhnenstattspalten #Klimaschutz mit #Verstand @CSU @csu_bt @cducsubt https://t.co/dqtXEuNXxL";70;14;negative
Schummer;Uwe;Viersen;cdu_csu;Nordrhein-Westfalen;6.7;16.8;UweSchummer;8549;2019-12-30T13:35:00Z;@mrkaktus135 @reinboth Anonym im Netz, die Nennung von einfachen Zahlen zu kritisieren, ist wenig überzeugend. Da habe ich ein anderes Verständnis von #Meinungsfreiheit;2;0;negative
Huber;Johannes;Freising;afd;Bayern;2.2;16.9;HuberMdB;1841;2019-12-31T12:13:00Z;"Um wie viel Grad wird das Klimapaket der Bundesregierung die Temperatur der Erde abkühlen? Richtig, gar nicht! Es wird nur die Geldbeutel der Bürger abkühlen!

Wir sollten im Jahr 2020 alles Menschenmögliche unternehmen, diese Bundeskanzlerin auszuwechseln! Guten Rutsch! https://t.co/dAYUM0o8Pe";15;5;negative
