doc_id;full_text
SteinekeCDU16031964721;Deutschlands schoenste Allee liegt in der Prignitz und ich kann bestaetigen es stimmt! schoensterwahlkreis Mehr als 300 Fotografinnen und Fotografen haben Bilder von Alleen in ganz Deutschland an die... via
SteinekeCDU16037852991;Hilfreich waere es, nicht staendig neue Massnahmen in den Raum zu stellen, sondern die geltenden Regeln auch knallhart durchzusetzen. Erst dann sollte man weiterschauen Corona
SteinekeCDU16041275801;Glaube ist eine lebendige, verwegene Zuversicht auf Gottes Gnade. Und solche Zuversicht macht froehlich, mutig und voll Lust zu Gott und allen Geschoepfen. Martin Luther Reformationstag
SteinekeCDU16043194041;Auch unter schwierigen Bedingungen unterstuetze ich natuerlich auch in diesem Jahr Weihnachten im Schukarton um Initiator Andreas Leddin. Noch bis 16.11 kann man in Wittstock und Neuruppin mitmachen.
SteinekeCDU16049308991;Ich freue mich als Mitgliederbeauftragter heute Abend ueber die erste digitale Neumitgliederkonferenz der mit unserem Landesvorsitzenden und Innenminister Michael Stuebgen und Generalsekretaer als Gaesten. Es gibt viel zu besprechen!
SteinekeCDU16057650731;Gerade in unserer Region ist ein grosser Teil der Flaeche bewaldet. Deshalb freue ich mich, dass der Bund handelt und mit etwa 700 Mio. die nachhaltige Forstwirtschaft unterstuetzt! Bundeswaldpraemie
SteinekeCDU16067555171;In Dorf Zechlin. Die Menschen vor Ort haben berechtigte Sorgen, um ihre Kinder an der unsicheren Bushaltestelle/Querung an der Landesstrasse. Das muss dringend verbessert werden!
SteinekeCDU16084809151;Die legt deutlich zu. Gute Regierungsarbeit zahlt sich aus AfD schmiert ab - MAZ-Umfrage - AfD in Brandenburg sackt in der Waehlergunst ab Kenia-Koalition mit stabiler Mehrheit
SylviaPantel15436540821;Es wurde nicht darueber abgestimmt, ob der UNMigrationspakt angenommen wird oder nicht. Wir haben ueber den Entschliessungsantrag abgestimmt, darin erklaert der Bundestag seine Position zum Migrationspakt und klaert die moegliche Auslegung strittiger Passagen.
TErndl15863508711;Yad Vashem. So viele Namen, so viele Gesichter. Hier brennt die ewige Flamme der Erinnerung. Und hier wird wichtige Forschungsarbeit zum Holocaust gemacht. Es ist wichtig, dass Deutschland die Gedenkstaette weiter foerdert. Erinnerung Niewieder Verantwortung
TErndl15924672951;Die Kanzlerin sagts: Die antidemokratischen, autoritaeren Kraefte wollen uns das nehmen, was wir zu jeder Zeit existenziell brauchen: Die Unterscheidung zwischen Wahrheit und Luege, Information und Desinformation, Wissen und Nichtwissen. Merkel EU (1/2)
TErndl15941132461;Ich habe Husham Al Hashimi letztes Jahr kennengelernt. Er war eine herzliche Person und ein ausgezeichneter Sicherheitsexperte. Es bestuerzt mich, dass diejenigen zum Opfer fallen, die taeglich am positiven Wandel in Irak und Nahost arbeiten. RIP, Husham.
TErndl15942779841;Gemeinsam fuer eine starke Reserve! Die sicherheitspolitische Lage verlangt einen attraktiven Reservedienst. Mit dem Landesregiment geht Bayern voran. Jetzt muessen wir dezentrale Standorte weiter ausbauen. Dank an StM Herrmann fuer die Unterstuetzung!
TErndl15948310391;Die Menschen in Hongkong muessen unterstuetzt werden. Ich befuerworte Aufenthaltserlaubnis fuer politisch Verfolgte und Stipendien fuer Journalisten Kuenstler. Das ersetzt allerdings keine strategische China-Politik!
TErndl16008478571;Eine Amtseinfuehrung als Geheimoperation - das zeigt, wie sehr Lukaschenko sein Volk fuerchtet die Demonstranten verhoehnt. Die EU braucht jetzt dringend Geschlossenheit und Sanktionen gegen Lukashenko und seine Wahlfaelscher. Zypern muss einlenken!
TErndl16039565551;Das Geschreie der AfD waehrend der Regierungserklaerung der Bundeskanzlerin ist unertraeglich. Wir haben eine ernste Lage im Land. Der muessen wir mit Vernunft Respekt entgegentreten. Die zeigt nur, dass sie nichts von Verantwortung Anstand versteht.
TErndl16050797901;Seid ihr auch bereit, unsere Soldaten besser zu schuetzen? Wir haben lange intensiv ueber bewaffnete Drohnen diskutiert. Jetzt ist es an der Zeit zu entscheiden! Also: Kampagne unterstuetzen Soldaten schuetzen: Bundeswehr
TErndl16069779281;This was fun! Danke fuer die Einladung zum WanderbUS! Die Beziehungen ueber den Atlantik muessen auf jeder Ebene wieder enger werden. Gerade auch zu den Menschen jenseits der Ost- Westkueste. Der Austausch mit Schuelern aus Indiana hat Spass gemacht! USA
TabeaRoessner15163534011;Ich habe mir damals damit geholfen, dass ich mit Cello und Dobermann (der Hund eines Freundes) zum Unterricht ging. Vor dem Hund hatte der Lehrer Respekt. Aber so ein Dobermann ist wohl nicht immer zur Hand. Me Too
TabeaRoessner15173997851;Hass ist ein Gift, und letzten Endes vergiftet man sich selbst, so Anita Lasker Wallfisch MBE in ihrer Rede anlaesslich des Gedenkens an die Opfer des Nationalismus im Bundestag.
TabeaRoessner15192247321;Der Antrag der AfD ist absurd und zeigt wieder, dass sie nicht Verfechter, sondern Gegner von Meinungsfreiheit sind. Es ist ueberfaellig, dass Yuecel frei ist! Ich erwarte zudem, dass sich die BReg fuer jeden Staatsbuerger weltweit gleichermassen einsetzt!
TabeaRoessner15192880231;Weg mit dem Paragraf 219a! Frauen bestimmen selber ueber ihren Koerper. Dazu gehoeren auch serioese Informationen im Fall von Schwangerschaftsabbruechen. Aerzt*innen duerfen dabei nicht kriminalisiert werden. Deswegen bringen wir Gruene heute einen Gesetzentwurf in den Bundestag ein.
TabeaRoessner15198391011;Ich finde es sehr befremdlich, warum bei dieser wichtigen Diskussion zur Zukunft des Oeffentlich-Rechtlichen Rundfunks die einzige Partei, die eine Vertreterin schicken darf, die AfD ist. Sollte diese Diskussion nicht breiter gefuehrt werden?
TabeaRoessner15201628531;Gratulation und Grueezi in die Schweiz! Die Schweizer wissen um den Wert des oeffentl-rechtlichen Rundfunks fuer Demokratie und Gemeinwohl. Eine Reform fuer zukunftsfaehigen OeR muss mutig angegangen werden, damit auch die Deutschen Ja! zu ihrem OeR sagen. No No Billag
TabeaRoessner15216275781;An diesem Samstag heisst es in Hachenburg und Kandel ein deutliches Zeichen gegen Rechts zu setzen! Zeigt Euer Gesicht auf der Meile der Demokratie oder unterstuetzt Taggegen Rassismus
TabeaRoessner15218050551;Mehr als Beruhigungsfloskeln hat der btada nicht zu hoeren bekommen. Facebook verschliesst die Augen vor dem massenhaften Missbrauch von Nutzerdaten. Die Bundesregierung muss jetzt fuer Aufklaerung sorgen! Cambridge Analytica Datenklau
TabeaRoessner15218057181;Facebook hat die Gefahr des massenhaften Datenmissbrauchs ignoriert und mutwillig hingenommen. Eine solche Schlampigkeit beim Datenschutz macht mich fassungslos. Weiterer Datenklau muss verhindert werden! Cambridge Analytica
TabeaRoessner15218836191;Ehrlich gesagt bin ich ziemlich wuetend. Wuetend auf Facebook. Jahrelang hat sich der Konzern der Auseinandersetzung mit der Politik entzogen und Forderungen nach Datenschutz ignoriert. Und wuetend bin ich auf die Bundesregierung wg jahrelanger Untaetigkeit.
TabeaRoessner15228391181;Als Dobrindt sein Versprechen abgab, war Scheuer wohl gerade in einem Funkloch. Alles schon gehoert. Wir brauchen keine Gipfel, sondern endlich Investitionen in den Netzausbau!
TabeaRoessner15236031951;Beim gruenen Stammtisch des OV Altenkirchen/Flammersfeld haben wir intensiv ueber die GroKo, die gruenen Perspektiven und den Facebook-Skandal diskutiert. Mit so einem interessierten Publikum macht das immer grossen Spass! /ms
TabeaRoessner15246655561;Projekte wie die Modernisierung des Gutenberg-Museums koennen durchaus vom Bund gefoerdert werden. Das ist Kollegin Groden-Kranich wohl nicht bewusst. Wir muessen uns dafuer nur stark machen! mainz
TabeaRoessner15256845501;Am 12. Mai ist Tag der Pflege. Waehrend unserer Pflegewoche werde ich morgen das Haus St. Martin in Ingelheim besuchen. Ich freue mich auf den Austausch mit den Pflegekraefte|n vor Ort. Pflege Staerken!
TabeaRoessner15260365961;Morgen ist Tag der Pflege! Zur gruenen Pflegewoche war ich im Haus St. Martin in Ingelheim. Vielen Dank fuer die guten Gespraeche, die eines deutlich zeigen: Wir muessen die Pflege Staerken! Mehr hier:
TabeaRoessner15265747691;Eine oeffentliche Diskussion mit Facebook ueber Facebook waere bis vor kurzem kaum denkbar gewesen. Danke dafuer. Wermutstropfen: Die Anhoerung von Mark Zuckerberg im EU-Parlament soll nur in nicht-oeffentlicher Sitzung stattfinden.
TabeaRoessner15266378851;Speyer zuliebe! Am 27. Mai ist Oberbuergermeister*innenwahl in der Domstadt. Morgen unterstuetze ich die gruene Kandidatin Irmgard Muench-Weinmann vor Ort. Trefft uns ab 10 Uhr am Infostand am Altpoertel und anschliessend im Weltladen.
TabeaRoessner15269950691;Jetzt ist klar, wie der Hackerangriff auf die Bundesregierung Reg Hack zustande kam. Auch wenn es niemals 100-prozentige Sicherheit geben kann: Bundesregierung muss bekannte Schwachstellen besser schuetzen und IT-Sicherheit generell hoehere Prioritaet geben
TabeaRoessner15275068511;Die Bu Reg gibt sich einmal mehr kurzsichtig, spart an der falschen Stelle und streicht zu Jahresende das Bufdi-Sonderprogramm mit Fluechtlingsbezug zusammen. So behindert man funktionierende Integrationsarbeit. /js
TabeaRoessner15288990631;Die Anhoerung zur Vorratsdatenspeicherung im Rechtsausschuss hat wenig neue Erkenntnisse gebracht. Schon gar keine, die fuer eine VDS sprechen. Dafuer klare Worte von zu dem buergerrechtlichen Preis und die demokratisch-rechtsstaatlichen und gesellschaftliche Folgen.
TabeaRoessner15291523461;Starkregen hat in den vergangenen Tagen zahlreiche Keller in der Hunsrueck-Nahe-Region sowie in der Westpfalz unter Wasser gesetzt. Auch in meinem Buero in Kaiserslautern steht das Wasser und konnte aus Kapazitaetsgruenden bisher nicht leergepumpt werden.
TabeaRoessner15292188391;Bei der Sommertagung der evangelischen Akademie in Tutzing geht es heute um die Frage Ist die Krise der Medien vor allem eine Glaubwuerdigkeits- oder eine Strukturkrise oder beides zugleich? und welche Aufgaben die Medienpolitik hat.
TabeaRoessner15296527151;Briefing-Tag in Ankara. Zusammen mit Wahlbeobachter*innen der OSZE werden wir heute gebrieft, damit wir am Sonntag unsere Aufgabe gut informiert und gewissenhaft wahrnehmen koennen und uns kein Verstoss gegen das Wahlrecht entgeht. Tuerkei Wahl2018
TabeaRoessner15297541431;als haben wir einen umfangreichen Fragenkatalog fuer die Fragestunde am kommenden Mittwoch vorgelegt. Von Horst Seehofer fordern wir Masterplan auf den Tisch! CSU /hlk
TabeaRoessner15325822771;Im Fall des ueber Mainz herabgestuerzten Flugzeugteils kommt endlich Bewegung in die Sache. Das LBA will die Ursache nun nach langem Hin und Her klaeren. Aber natuerlich spielten unsere parlamentarischen Anfragen hierbei keine Rolle. /js
TabeaRoessner15344091111;Maennlich UND weiblich, das ist unsere Gesellschaft. Isabell uba fordert in einem Femifesto neue Strukturen fuer die Film-Branche. Denn Gleichberechtigung beginnt im Film. Intothewildmentoring womeninfilm
TabeaRoessner15347495191;Unertraeglich ist der Fluglaerm jetzt schon. Und der neue Flugsteig am Flughafen Frankfurt wird noch mehr Belastung bringen. Wir brauchen deshalb dringend ein wirksames Flu Laerm G! /js
TabeaRoessner15349340901;Diese Vorfaelle sind kein Einzelfall - gerade bei Pegida und Af D-Demos! Wir brauchen dringend Aufklaerung praeventive Massnahmen: Polizisten muss der Umgang mit Journalist*innen fuer Schutz der Pressefreiheit klar sein. zdf Frontal21 Sachsen
TabeaRoessner15350886921;Am 15.09. findet in ueber 20 europaeischen Staedten entlang des Rheins der Rhine Clean Up Day statt auch in Mainz. Ich werde dabei sein und gemeinsam mit vielen Freiwilligen den Rhein von Muell und plastikpest befreien. Macht mit!
TabeaRoessner15356126961;Die Medienhetze der AfD nimmt kein Ende. Es muss sichergestellt werden, dass die Pressefreiheit hierzulande immer und ueberall gilt und Journalist*innen ohne Furcht ueber Ereignisse berichten koennen.
TabeaRoessner15361457791;Na toll. Wieder eine Glanzleistung der Erst nachdem der naechste Zug weg ist, kommt die Durchsage, dass der bis dahin puenktlich angekuendigte IC2323 von Mainz nach Stuttgart eine unbestimmte Verspaetung hat. Ginge das nicht auch anders?
TabeaRoessner15374428901;Klare Worte von Jourov: Facebook hat weiterhin Nachholbedarf in Sachen Verbraucherschutz - Souveraenitaet der Nutzer ueber ihre Daten muss gewaehrleistet sein! Naechsten Mittwoch im btADA erwarte ich dazu von Facebook klare Antworten auf meine Fragen./hlk
TabeaRoessner15375074111;Studie des ECPMF zeigt, vor allem rechtspopulistische und rechtsextreme Gruppierungen sind mit Gewalt und verbalen Drohungen eine besondere Gefahr fuer Journalist*innen. Hier zum nachlesen.
TabeaRoessner15381418951;Eine Anfrage von mir an die Bundesregierung zeigt auf, wie marode die Autobahnen in Rheinlandpfalz sind - darunter leiden die Pendler*innen und jetzt zum Ferienstart auch die Urlauber*innen, das BMVI muss endlich richtige Prioritaeten setzen! /ms
TabeaRoessner15395852471;Geht doch! Und hat die Qualitaet darunter gelitten? Nein!!! Beim Auswahlprozess hat die Quote naemlich zunaechst keine vorrangige Rolle gespielt. Weiter so! geschlechtergerechtigkeit gleichstellung vielfalt dokleipzig
TabeaRoessner15397525141;Seehofer entdeckt den Verbraucher. Allerdings vertrauen die Menschen eher den wenn es um Verbraucherschutz geht - die Union ist hier v.a. fuer heisse Luft bekannt. Geht es um konkrete Massnahmen z.B. beim Dieselskandal kommt da nichts. /ms
TabeaRoessner15398478301;Interessierte Buergerinnen und Buerger aus Betzdorf haben mich in Berlin besucht und erhielten einen kleinen Einblick in meinen politischen Alltagswahnsinn. Vielen Dank fuer die anregenden und spannenden Gespraeche. Betzdorf Bundestag /ke
TabeaRoessner15399281001;Meine Rede gestern zu TOP 17 Telekommunikation: Wieder einmal laesst die BReg die Chance verstreichen, die vielen Daueraergerthemen fuer Verbraucher systematisch anzupacken - dabei haben wir genuegend Loesungsvorschlaege!
TabeaRoessner15410765321;Gut, dass der vzbv heute mit der ersten Musterfeststellungsklage fuer betrogene Dieselfahrer loslegt! Dennoch muss noch nachgebessert werden: Wir brauchen eine Gruppenklage, die alle Geschaedigten, auch Unternehmer, mitnimmt und gleich auf Leistung zielt.
TabeaRoessner15410921811;Wenn besonders sensible personenbezogene Gesundheit|s-Daten uebertragen werden, muss auch eine besonders hohe Sicherheit der Software gewaehrleistet sein. Die Sicherheit der Gesundheits-App vivy erinnert da eher an ein Kartenhaus. /ms
TabeaRoessner15422718001;Dass in der Tuerkei das Teilen eines ueber die PKK als Terrorpropaganda gilt, zeigt in welchem Zustand das Land ist. Traurig. Die Bundesregierung muss sich mit aller Vehemenz fuer Hozan Cane einsetzen! Pressefreiheit Meinungsfreiheit
TabeaRoessner15423657371;Nach 34 Jahren endet das Kapitel Lindenstrasse und hinterlaesst bei den treuen Fans ab 2020 eine grosse Luecke in der Wochenplanung. Doch jede Zeit hat ihre eigenen Serien und jede Zeit braucht ihre neuen. Nur wie bekomme ich bitte die Titelmelodie wieder aus dem Kopf?! Ohrwurm
TabeaRoessner15423779621;Es war wichtig, Druck auf die Bundesnetzagentur zu erhoehen. Die neuen Vergaberegeln fuer 5G-Mobilfunk gehen weiter als d urspr. Entwurf. Fuer den Ausbau in der Flaeche brauchts aber nationales Roaming, klare Zielvorgaben, echten Wettbewerb Digitalisierung
TabeaRoessner15427272071;Viele Gremien, viele Fotos, viele Ankuendigungen: Zusammen mit habe ich nachgefragt, wie die Aufgabenteilung zwischen den Digitalgremien der Bundesregierung aussieht, was die Digitalstaatsministerin eigentlich beruflich macht uvm. /ms
TabeaRoessner15429794431;Vor 5 Jahren wurde der Schwabinger Kunstfund publik. 1.500 Werke hatte der Sohn des Kunsthaendlers Gurlitt gehortet. Im Gropius-Bau sind die Werke jetzt zu sehen. Mit war ich in der dieser tollen Ausstellung.
TabeaRoessner15429840401;Ein guter Tag! Der hat sich heute fuer die Anerkennung der Gemeinnuetzigkeit von Freifunk ausgesprochen! Die Bundesregierung muss jetzt nachziehen, immerhin ist ihnen der Freifunk laut Koa-Vertrag angeblich auch ein Anliegen. /ms
TabeaRoessner15432181661;Dass Nun...die Politik das Thema auf der Agenda [hat], ist nicht ganz korrekt. Die Gro Ko hat das Thema jahrelang verpennt und dann falsche Anreize gesetzt, falsche Weichen gestellt. Die Haltung der Bundesregierung ist nicht konsistent. Funkloecher 5G
TabeaRoessner15438547261;Mein 1. Tag der 1Woche Plastikfrei war leider nicht ganz erfolgreich. Das Holzregal war zwar in Pappe verpackt und nicht in Plastik eingeschweisst - mal abgesehen von dem Klebematerial, Aber dass das Zertifikat fuers Holz in einer Plastiktuete steckte, konnte ich leider nicht ahnen.
TabeaRoessner15439332921;Selbstversuch 1Woche Plastikfrei: Laut Bu Reg fielen 2017 deutschlandweit ueber 6 Mio. Tonnen Plastikmuell an. Seit 2005 eine Steigerung von 40. Die Haelfte davon stammt aus dem privaten Endverbrauch. Jede und jeder ist also gefragt!
TabeaRoessner15439925741;Und sie bewegt sich doch: Schufa gibt nach: Elektronische Auskuenfte ab 2019 - wurde auch Zeit, wo man doch heute sonst alle Dokumente elektronisch verschicken kann. /ms
TabeaRoessner15439993461;Fluggastgipfel von Barley heute sollte angesichts von zunehmenden Flugverspaetungen und -ausfaellen sowie Airline-Insolvenzen schnellstmoeglich Verbraucher*innen staerken: Mehr Aufklaerung ueber ihre Rechte und Entschaedigungen muessen ohne Verzoegerung an sie ausgezahlt werden. /hlk
TabeaRoessner15441081061;Vom Nikolaus habe ich ein Frischenetz fuer den plastikfreien Obst- und Gemueseeinkauf bekommen, das jetzt immerhin von einer Supermarktkette angeboten wird. Dafuer muessten Gemuese und Obst aber auch lose zu kaufen sein. Das trifft leider nicht auf alles zu. 1Woche Plastikfrei.
TabeaRoessner15444484811;Die Einhaltung und Durchsetzung der Menschenrechte waren meine urspruengliche Motivation mich politisch zu engagieren. Daran hat sich bis heute nichts geaendert. Seit Anfang 2018 setze ich mich auch in der parlamentarischen Versammlung des Europarates fuer diese Rechte ein. CoE
TabeaRoessner15446290071;Fall Correctiv und Anhoerung zum Geschaeftsgeheimnis-Gesetz zeigen u.a. die seit Jahren klaffenden Luecken beim Schutz v.a. investigativer Recherche von Journalist*innen. BReg setzt dieses Kurz fort - wir fordern Nachbesserung.
TabeaRoessner15475578361;Gestern hat der btADA Vertreter von BKA, BMI und BSI sowie Facebook, Twitter, Google und United Internet zum Datendiebstahl befragt. Von der politischen Motivation des Taeters bis zur Rolle der Datenschutzbehoerden sind immer noch Fragen offen. /ms
TabeaRoessner15480933151;Mit der Aufstellung eines parteilosen Kandidaten fuer die OB-Wahl Mainz zeigt die dass sie entweder total zerstritten ist und niemand aus den eigenen Reihen eine Mehrheit hinter sich hat oder dass sie nicht daran glaubt, die Wahl gegen gewinnen zu koennen
TabeaRoessner15487453271;Die Wuerde des Kindes ist unantastbar. Anlaesslich der die morgen in Nuernberg ihre Tore oeffnet, thematisieren ua das Problem vernetzter Spielzeuge und den Spion im Kinderzimmer.
TabeaRoessner15487606281;Cdric Villani stellt beim Fachgespraech zur kuenstliche Intelligenz der seine Idee einer europaeischen KI-Strategie vor. Im Anschluss Bernhard Schoelkopf, Cyber Valley Tuebingen - mit Jetzt im Livestream
TabeaRoessner15513360891;Lippenbekenntnisse seit Jahren, und wenn es drauf ankommt, kneift die Bundesregierung. Wie lange diskutieren wir schon ueber den notwendigen Schutz fuer Wie die Bundesregierung sie schuetzen will - oder eben auch nicht
TabeaRoessner15524774861;Die EU-Urheberrechtsreform ist ein schwieriges Thema. Um so wichtiger, dass sich auch der Deutsche Bundestag der Debatte stellt. Ab 15:35 Uhr gibt es daher eine Aktuelle Stunde dazu. Auch ich werde reden. Verfolgt es doch im Live-Stream.
TabeaRoessner15524992991;Im Bundestag ging es heute bei der Debatte um die EU-Urheberrechtsreform ganz schoen hoch her. Hier findet Ihr meine Rede zum nachlesen und nachschauen. LSR Uploadfilter /ms
TabeaRoessner15526433561;Heute ist Weltverbrauchertag! Fuer mich ein Anlass, zu schauen, was Verbraucherschutzministerin Barley im letzten Jahr so zustande gebracht hat. Mein Fazit: betrueblich wenig. Verbraucherinnen und Verbraucher haben dadurch das Nachsehen. /ms
TabeaRoessner15528436371;Bei Sonne und Schauer hat der neugegruendete Ortsverband von BUeNDNIS 90/DIE GRUeNEN in Dierdorf durch den Ort gefuehrt. Toll, dass sich dort so viele neue und ueberaus kompetente Leute fuer gruene Politik engagieren!
TabeaRoessner15541039661;Liebe Verkuerzung der Mindestvertragsdauer von Telefonvertraegen schoen und gut, aber solange man danach nicht monatlich kuendigen kann, bringt dieser Vorschlag keine Verbesserungen fuer Verbraucherinnen und Verbraucher. /ms
TabeaRoessner15542708871;Die Urheberrechtsreform mit Artikel13 - ein Baerendienst sowohl fuer die Verbraucher*innen in der EU als auch fuer die Urheber*innen. Am Ende haben alle verloren.
TabeaRoessner15542749811;Die erste Runde der ukrainischen Praesidentschaftswahlen ist vorbei. Als Wahlbeobachterin war ich am vergangenen Sonntag vor Ort. Das neue Deutschland hat mich dazu interviewt. Ukraine Ukraine Election
TabeaRoessner15554446001;Ach Leute, warum macht ihr es einem immer so schwer, Bahn zu fahren?! Und da wir immer noch auf weiter Flur zwischen Mannheim und Flughafen stehen, wird es mit 0:10 in Mainz auch nichts mehr.
TabeaRoessner15598985981;Ministerpraesidentenkonferenz: Index-Rundfunkbeitrag wird kommen - aus meiner Sicht nicht die richtige Loesung, um den oeffentlich-rechtlichen Rundfunk zu sichern. Der Rundfunkbeitrag muss dem Rundfunkauftrag folgen! OeRR /ms
TabeaRoessner15599009651;Ja, ich will Ich kandidiere fuer das Amt der Oberbuergermeisterin in Mainz! Mainz braucht neue Impulse. Mainz braucht frische Brise. Mainz braucht Dialog auf Augenhoehe. Ich freue mich viele Gespraeche mit den Menschen in meiner Lieblingsstadt. meenzgefuehl Tabeagehtklar
TabeaRoessner15599017131;Mein Plan fuer Mainz: Von Mieten ueber Kitaplaetze bis Mobilitaet und Kreativwirtschaft habe ich hier aufgeschrieben, welche Herausforderungen ich sehe und mit welchen Ideen ich diese als Oberbuergermeisterin angehen will. meenzgefuehl Tabeagehtklar
TabeaRoessner15612870721;Vielen Dank, dass ich beim Buergerrat in Koblenz dabei sein durfte, und fuer die engagierten Diskussionen ueber Demokratie, wie wir sie staerken koennen, sowie ueber mehr Buergerbeteiligung!
TabeaRoessner15622974241;10 Jahre begleite ich den Ausbau der digitalen Infrastruktur im Bundestag. Die Bundesregierung hat die Entwicklungen nicht nur verpennt. Es ist vielmehr Arbeitsverweigerung, und damit gefaehrdet sie den Wirtschaftsstandort Deutschland. Glasfaserausbau
TabeaRoessner15629162421;Fuer mehr kommunale Anstrengung in der Seenotrettung unterstuetze ich als Erstunterzeichnerin die Mainzer Resolution fuer mehr sichere Haefen in Rheinland-Pfalz von RESQSHIP. Unterschreibt auch ihr den Aufruf: Seenotrettung seebruecke Mainz RLP /iw
TabeaRoessner15640445411;Am 2. August kommt Andreas Eckermann als Botschafter des Bundesverband Kinderhospiz im Rahmen seiner Spendenradtour nach mainz. Ich wuensche mir, dass ihn moeglichst viele Mainzer*innen bei dieser tollen Aktion unterstuetzen. Macht mit und seid dabei!
TabeaRoessner15649082291;Empfang von zum Saisonauftakt unter neuem Motto Mainzbleibt zusammen mit vom Foerderverein Fanprojekt Mainz und Beirat der - Auf einen guten Start in die Saison und viel Erfolg!!!
TabeaRoessner15655855361;Am Ende unserer Apfel-Verteil-Aktion am Hbf Mainz gabs von einem freundlichen Herrn einen Kaffee geschenkt, natuerlich ohne Papp-Becher. Vielen lieben Dank dafuer fuer die vielen positiven Gespraeche Mehr Mainz Tabeaunterwegs
TabeaRoessner15658508981;Jetzt wird noch aufgebaut, gleich startet meine Pressekonferenz zur Vorstellung des Programms mit um 11 Uhr im Hintz Kuntz Mainz. Kommt vorbei Mehr Mainz Mehrfuer Mainz
TabeaRoessner15658775651;Die Macht von bewegten Bildern ist gross. Umso schlimmer, dass wir in Film und Fernsehen noch derart oft mit Geschlechterstereotypen konfrontiert werden. Daher finde ich den Schritt der britischen Werbeaufsicht drastisch, aber genau richtig.
TabeaRoessner15665406191;Danke fuer den tollen Abend gestern zu Mainz isst besser. Viele Eltern, ErzieherInnen, LehrerInnen und Interessierte kamen um gemeinsam ueber gesunde Ernaehrung zu diskutieren. Meine Idee: Ein Ernaehrungsrat fuer Mainz. Mehr Mainz Mehrfuer Mainz
TabeaRoessner15666789011;Mein Beitrag zum Stadtradeln und fuer nachhaltige Mobilitaet geht im Moment wegen meines Armbruchs nur mit der Rikscha Mainz. Mainz Mainzer Radverkehr Klimaschutz Mehr Mainz 1FSVMainz Mehr Fuer Mainz
TabeaRoessner15669860931;Frauen machen die Haelfte der Bevoelkerung aus, dennoch sind nur rund 30 Prozent der in Zeitungen erwaehnten Namen und Pronomen weiblich. Max Berggren hat ein Computerprogramm entwickelt, dass diese Ungerechtigkeit im Nachrichtenbereich aufdeckt. sexismus
TabeaRoessner15677562971;Vielen Dank an den fuer die Moeglichkeit mich gestern bei Mensch Waehl Mich den Fragen des Publikums zu stellen. Ich habe klar gemacht, dass wir Mainz weiterentwickeln muessen, um fuer die Zukunft gewappnet zu sein. Gemeinsam koennen wir Mehr Mainz schaffen.
TabeaRoessner15683690021;Ach menno. Da steht man in aller Herrgottsfruehe auf, um puenktlich von Berlin in Mainz zu sein, und dann steckt man in der Regionalbahn wegen technischer Stoerung im Stellwerk Ruesselsheim fest. Tabea Faehrt Bahn Bahn
TabeaRoessner15691669651;Grafitti ist Kunst! Gut, dass die Stadt Mainz fuer Sprayer Flaechen zur Verfuegung stellt. Wir brauchen mehr Flaechen, an der sich Nachwuchssprayer ausprobieren koennen. Darum habe ich ein Wahlplakat fuer Sprayer freigemacht. Danke, Sina, fuer dieses besondere Wahlplakat! Mehr Mainz
TabeaRoessner15726150511;Start der egxberlin2019 mit 70 Indie-Game-Entwickler*innen, die Haelfte davon aus Deutschland, mit interessanten Games wie das sich mit der Krankheit Depression auseinandersetzt. egxberlin
TabeaRoessner15734061011;Es fehlt zwar noch ein Wahlbezirk, aber der wird das Ergebnis nicht mehr veraendern. Daher gratuliere ich schon jetzt dem neuen alten Oberbuergermeister meiner Heimatstadt Mainz zu seiner Wahl!
TabeaRoessner15760557931;Ein Hammer: Bundesregierung kommt bei Thomas Cook einer Staatshaftung zuvor. Sie ist verantwortlich, weil sie trotz steter Mahnung stur war und die Haftungssumme nicht angehoben hat. Damit waeren Verbraucher zu ihrem Recht gekommen, ohne dass der Staat haette einspringen muessen.
TabeaRoessner15784014181;Bis zum 28.02. koennt ihr alte Handys in meinem Wahlkreisbuero abgeben, damit sie aufbereitet oder recycelt werden koennen. Denn wir muessen mehr dafuer tun, kostbare Ressourcen wiederzuverwenden! Sammelaktion Elektroschrott Umweltschutz Verbraucherschutz
TabeaRoessner15825407551;Wie koennen wir Bildern Stereotypen, die in der Realitaet zwar nicht existieren, aber dadurch, dass sie in Filmen transportiert werden, Realitaet werden, etwas entgegensetzen? Das war Motivation, selbst Filme zu machen. So Filmemacherin Prof. Branwen Okpako bei
TabeaRoessner15881605451;Heute im btADA: BMG-Vertreter zu geplanter Corona App (soll Open Source sein, bisher keine weitere Auditierung geplant): Meine Befuerchtung ist nicht, dass zu wenige in den Code reinschauen werden. Ihr wisst, was zu tun ist!
TabeaRoessner15883956761;Immer wieder werden JournalistInnen angegriffen. Aber ein solcher Angriff, bei dem mehrere Medienschaffende krankenhausreif gepruegelt werden, ist schon einzigartig und muss mit aller Haerte verfolgt werden. Ein Angriff auf die Pressefreiheit ist ein Angriff auf die Demokratie.
TabeaRoessner15894700211;Jetzt reichts! Seit Wochen erklaeren uns vor allem Maenner die Corona-Krise. Dabei gibt es sie doch, die Expertinnen! Es waere keine Frau fuer ein Interview zu finden, ist nichts als eine Ausrede, die nicht mehr zaehlt. Coronaexpertin Frauen An Die Spitze
