doc_id;username;retweet_count;favorite_count;full_text;label;topic
38047;rbrinkhaus;14;40;Beim Bundeshaushalt 2021 geht es um unsere Zukunft und dabei um die Fragen wie und wovon wir das Jahr 2021 gestalten wollen. Wir werden viel investieren in Gesundheit, Wirtschaft und in die Digitalisierung der Bildung. Unser Credo: Wir lassen in der Pandemie niemanden zurueck!;;
7034;GoeringEckardt;3;38;Von guten Ganztagsangeboten profitieren Kinder, Eltern und sogar der Bund. Wenn die Eltern arbeiten koennen, steigen die Lohnsteuereinnahmen des Bundes. Die Betreuungskosten koennte man so locker wieder reinkriegen. Die traegt aber die Kommune. Da ist ein Ausgleich nur fair.;;
9435;oezoguz;3;38;Sieht nach einem ziemlich guten Ergebnis fuer die spdhamburg in meinem Wahlkreis wandsbek aus. Da freue ich mich schon mal mit unserem Kreischef @ADressel. Wird noch spannend bis heute Nachmittag fuer die Kandidatinnen und Kandidaten. Hamburgwahl HHWahl SPD;positive;spdhamburg
28119;niemamovassat;4;38;2/2: Im Senat werden Republikaner wohl bis auf 2 Abweichlerinnen Trump folgen. Damit hat er Mehrheit sicher. Sollte er Wahl verlieren und diese anfechten, steht es mind. 5:4 fuer ihn (Vorsitzender Richter stimmt manchmal mit liberalen Richtern) oder gar 6:3. Diktatur - Willkommen;;
2323;anked;4;37;Lob von AnneWill, die unseren Ruf nach Foerderung fuer Makerspaces unterstuetzt, die gemeinnuetzig akut benoetigte Gesichtsvisiere fuer med. u Pflegepersonal herstellen! Nicht nur vom Land, auch vom Bund gibt es 0 von Mrd coronahilfe, ergab Antwort auf meine schriftliche Frage.;;
32546;anked;10;37;Im Bundestag ging es letzte Woche uebrigens um Nachhaltigkeit. Auch da wurde deutlich: Klimapolitik u feministische Politik haengen zusammen! Denn die Klimakrise trifft weltweit besonders Menschen, die als arm gelten u die sind zu 70 Prozent weiblich. KeinGradWeiter /1;;
23519;katjakipping;5;36;Manche haben jetzt mehr Stress denn je. Ihnen gilt unser Dank und wir fordern mehr Lohn  Schutz fuer sie, denn sie verdienen. Andere haben durch StayAtHome mehr Zeit denn je zum Lesen. Ich bin deshalb mal so frei und empfehle ein Abo von @Missy_Magazine. ;;
34425;konstantinkuhle;1;36;Danke an @RonenSteinke fuer das gute Gespraech bei Instagram ueber sein neues Buch Terror gegen Juden  der Prozess zum Anschlag in Halle ist ein trauriger Anlass, sich mit diesem wichtigen Thema zu beschaeftigen. Unser Gespraech koennt Ihr Euch noch ansehen ;;
676;berlinliebich;10;35;Denis Goldberg, der fuer den gemeinsamen Kampf mit Nelson Mandela gegen das Apartheid-Regime in Suedafrika ins Gefaengnis geworfen wurde und bis ins hohe Alter seinen Idealen treu blieb, ist im Alter von 87 Jahren gestorben.  Ich bin traurig, aber auch froh, ihn getroffen zu haben.;;
47582;DietmarBartsch;6;35;Natuerlich ist es richtig, dass man da handeln muss, wo es Ausbrueche gibt. Aber das an die Territorien zu binden,  finde ich problematisch. D. Virus kennt unsere Landkreisaufgliederung nicht. Deshalb glaube ich, dass die Prioritaeten woanders liegen sollten.;;
53016;anked;1;35;Interviews in Corona Zeiten: Aufnahme ueber Jitsi Videokonferenz im Wohnzimmer (gehostet im eigenen Keller), eingespielt im Studio auf das iPad des @tagesschau Journalisten @ChrFeld, angeguckt zB von @tomuch321 auf dem Tablet in der Kueche. Thema: CoronaApp  ilike COVID19de;;
12794;EskenSaskia;0;33;@ErikMarquardt Am besten  Maedchen steht in keiner Vereinbarung, auch wenn die besonders gefaehrdet sind. Bei den knapp 50, die jetzt in Niedersachsen angekommen sind, sind Minderjaehrige unter und ueber 14 dabei. Warum  diese Unterstellung, wenn die Praxis schon zeigt, dass es richtig laeuft?;;
27980;tj_tweets;3;32;Vor Eintritt in die Tagesordnung gedenkt der Bundestag heute morgen Burkhard Hirsch. Er hat sich sein Leben lang fuer Buergerrechte eingesetzt hat und Deutschland damit gepraegt. Diskussionsfreudig und meinungsstark bis ins hohe Alter, ich trauere um einen grossen Demokraten.;;
50631;jankortemdb;9;31;Ewig haette es gedauert, wie ein ganz normaler ALG2-Antrag, mit etlichen Nachforderungen, so Betroffene in meinem Wahlkreis. Von vereinfachter Bearbeitung koenne beim Jobcenter keine Rede sein. Im @BMAS_Bund will man davon nichts wissen oder verweist auf lokale Zustaendigkeiten.;;
4789;n_roettgen;2;30;Der Epochenbruch fuehrt dazu, dass wir als @CDU die Faehigkeit unsere Gesellschaft zusammenzuhalten nicht als Erbmasse mit uns herumtragen. Wir stehen vor der Aufgabe, uns aus unserer Identitaet  unseren Werten heraus fuer eine neue Zeit neu zu begruenden  neu zu legitimieren!;;
39231;n_roettgen;7;30;Sicher ist DEU kein Kriegsmanager. Aber die internationale Gemeinschaft kann auf den Iran einwirken, auf eskalierende Massnahmen zu verzichten. Die Erfolgschancen sind insbesondere gut, wenn Russland mit an Bord ist. Hier kann DEU die Rolle des Gespraechspartners uebernehmen.;;
51458;anked;5;30;2013 hab ich auf Demos gegen die Bestandsdatenauskunft geredet. Heute - 7 Jahre spaeter - kippt sie das BVerfG. Man braucht einen langen Atem beim Kampf gg den Ueberwachungsstaat aber trotz Erfolgen bleibt es ein Hinterherhecheln, weil staendig neue Ueberwachungsgesetze kommen.;;
7482;anked;0;29;@mimi_palermo @dasnuf Der Vater meines Kindes (gleicher Job in gleicher Firma wie ich) weigerte sich, Elternzeit zu nehmen. Er nahm 2 Wochen Urlaub, ich haette 6 Monate Elternzeit erwartet. Er arbeitete auf auswaerts Projekten u war Montag bis Freitag weg. Die Beziehung hielt noch 4 Jahre.;;
48255;BriHasselmann;2;29;Was fuer einen Mut und eine Kraft die  Menschen in Belarus haben, trotz dieser massiven Drohungen des Machtapparats von Lukaschenko sind es so viele Menschen, die fuer Freiheit und Demokratie streiten. Bewundernswert und ich habe tiefen Respekt fuer sie.;positive;Belarus
331;berlinliebich;4;28;@miripa_ @BMI_Bund Wir haben uns auch sehr ueber die Antwort geaergert, die die Lage noch verschlechtert! Aber wir wollten sie auch nicht geheim halten. Es nuetzt ja nichts.  Wenn  das  jetzt Position  des @BMI_Bund ist,  sollten alle  sie  kennen;;
12826;sven_kindler;8;28;Es ist verheerend, dass Angela Merkel mit anderen wenigen Staaten hart gegen einen hoeheren EU-Haushalt gekaempft hat. Sonst haelt die Kanzlerin gerne Reden fuer mehr Europa, aber wenn es drauf ankommt, gibt sie die Knauserin. Verantwortungslos.  EUBudget EUCO;negative;Merkel
3410;KonstantinNotz;1;26;Das wir gibt es so in der SPD (wie ueberall) nicht. Es gab zahlreiche Leute bei Euch, die eine Fortsetzung der GroKo von Anfang wollten... Es gibt beim Ausscheiden aus der Regierung einfach sehr divergierende Interessen, und das wird in der naechsten Runde nicht anders.;;
48796;GoeringEckardt;7;26;Das laeuft dann jetzt in HH. Wenn der Verkehr in der Stadt so einen Profi bekommt, freuen sich die Radler*innen und die Fussgaenger*innen und alle, die in der Stadt gut voran und ankommen wollen Profil - Anjes Tjarks - Politik -;;
16003;MiRo_SPD;2;24;Diese Prios machen mir Mut+spornen uns an: genau darum gehts in EU2020DE! Besonders freue ich mich darueber, dass den Buergerinnen+Buergern Rechtsstaatlichkeit so wichtig ist. Wir wollen die EU als Werte-/Rechtsgemeinschaft staerken. Versprochen! @EU2020DE ;positive;EU
32622;larsklingbeil;2;24;Diese Krise fordert unsere Gesellschaft. Aber ich bin mir sicher: Wir kommen gut durch diese Krise, wenn wir uns an Regeln halten, aufeinander aufpassen und die Zuversicht nicht verlieren. Was ihr beachten solltet und wie ihr andere unterstuetzen koennt:;;
55494;anked;5;23;Die fadenscheinige Kritik der FDP an Ostquoten fuer staatl. Top Fuehrungspositionen (es muss um Leistung gehen u nicht um Herkunft) buegelt @MatthiasHoehn ab. Ginge es um Leistung, gaebe es laengst mehr als 2 Prozent Ossis in diesen Funktionen. Das kenne ich von Frauenquotendebatten./8;;
2879;nouripour;7;22;Seit ueber 2 Jahren ist Loujain Al-Hathloul in Saudi-Arabien inhaftiert, weil sie sich fuer die Rechte von Frauen einsetzte. Besuche sind verboten und seit 3 Wochen blieben die Anrufe bei ihrer Familie aus. @HeikoMaas muss dringend bei seinem Amtskollegen intervenieren.;;
8491;EskenSaskia;2;22;@alexander_jorde @cducsubt Ich finde es nur gerecht, dass die Arbeit insbesondere der Pflegekraefte in Zeiten von Corona durch Praemien anerkannt wird. Mit der gesetzlichen Regelung der Praemien fuer Altenpflegekraefte haben wir sichergestellt, dass sie nicht auf Kosten der Pflegebeduerftigen gezahlt werden.;positive;Pflegekraefte
10095;martinarenner;0;22;@janboehm Ich finde es sollte in der Neige der Jauchegrube heissen. Oder vielleicht im Spuckrest - wer das nicht versteht ersetzt durch im Noagerl - jedenfalls im abgestandenen Teil, da wo alles sehr flach ist und Maenner sich Sorgen um ihr schuetter werdendes Haupthaar machen.;;
17196;MAStrackZi;2;20;@ms_pieper Der Vorwurf von Lars Klingbeil ist in jeder Hinsicht daneben und falsch. Was in Thueringen passiert ist, ist ein unentschuldbares Desaster. Meine KollegInnen und ich haben uns klar positioniert. Aber dafuer jetzt alle Liberalen in Mithaftung zu nehmen, ist absurd. Gerade bzgl. HH.;negative;Thueringen
36221;oezoguz;7;20;Vor 20 Jahren war E. imek 1.  Mordopfer des nsu. Mordserie konnte bis heute nicht komplett aufgeklaert werden. Akten sind z. T.  verschlossen, einige wurden vernichtet. Es haette jeder von uns sein koennen, Antrieb war Rassismus und menschenfeindlichkeit. Mekan cennet olsun.;;
5513;PaulZiemiak;2;19;Nie wieder... darf nicht zu einer leeren Formel werden, die wir als Nachweis hoher Moral vor uns hertragen. Nie wieder! muss Arbeitsauftrag und Verpflichtung fuer uns alle, und fuer mich persoenlich sein. Nicht nur im Parlament, sondern ueberall. Nicht nur heute, sondern immer.;;
25722;renatekuenast;0;18;@FlorianGathmann @larsklingbeil @BoehningB @SteffenKrach Das ist kein seltsames System in Berlin, sondern war vor exakt 100 Jahren im preussischen Landtag die Voraussetzung, dass es ueberhaupt eine Mehrheit fuer Gross-Berlin gibt. Aus vielen Staedten, Doerfern und Gutshoefen zusammengefuehrt. Das gibt es in Bayern nicht.;;
48833;MAStrackZi;1;18;@KuehniKev @simonimous Ich glaube, wir wissen beide, dass Ihr Erfolg und der des von Ihnen gestuetzten Duos auf dem Versprechen beruhte, aus der GroKo auszutreten und alles anders zu machen. Beides ist nicht eingetreten. Es ist nicht meine Aufgabe, die offensichtlichen Quellen nochmals rauszuholen.;;
50893;MAStrackZi;0;17;@kafkaeske97 @peterbreuer Schade, dass Herr Breuer unterschlaegt, dass die Diaeten dieses Jahr gar nicht erhoeht, sondern ausgesetzt worden sind, ich mich u.a. mit Handlungskonzepten aktiv fuer Mieterschutz eingesetzt habe und ich einen Antrag zur Aufnahme von Fluechtlingskindern formuliert habe.;;
23922;anked;6;16;Mit der WDR @aktuelle_stunde sprach ich ueber die CoronaWarnApp, gestern wurde der Beitrag gesendet. Heute gabs neue Meldungen zu Sicherheitsluecken - aber noch ist die App nicht draussen u noch koennen Probleme vor dem Start behoben werden - das sollten sie aber auch!  Beitrag: ;;
29657;renatekuenast;0;16;@ak_hipp Giftspritze  ! Weil das meine erste Erinnerung ist  an das Projekt. Das sagte Eberhard Diepgen im Plenum zu mir als ich ( zugegeben penetrant) was wiederholt nachfragte zum BER . Ging ja von Beginn an was schief.  Uebrigens: Eroeffnung ohne Eroeffnungsfeier!? Passt!;;
42620;rbrinkhaus;2;16;In der @faznet plaediere ich fuer ein Aufbruchspaket - dazu gehoert ein Belastungsmoratorium fuer Arbeit und Wirtschaft. Der Gesetzgeber sollte sich verpflichten, nach der Krise keine Vorhaben auf den Weg zu bringen, die neuen Aufwand fuer die Unternehmen verursachen.;;
44974;EskenSaskia;1;16;@hhoeppe @Susanne45217800 @UweVogt7 @Julia42833681 @patrickpaulick @NowaboFM Das Gesetz hab ich abgelehnt. Eine Obergrenze gibt es nicht, und bei den Ankerzentren haben die meisten Laender abgewunken. Andere wie BW haben etwas aehnliches und sind sehr zufrieden damit, wie effizient da Verfahren durchgefuehrt und Leute dann dezentral verteilt werden koennen.;;
46993;EskenSaskia;0;16;@HartmutSchrewe @spdde @spdbt Ich bin durchaus bereit, das offen zu diskutieren. In der Corona-Krise haben wir aber besser daran getan, unser vorhandenes Instrumentarium sehr schnell scharf zu stellen und weit zu oeffnen. Ein neues, dem bisherigen voellig entgegengesetztes System haette nicht so schnell gewirkt.;;
14716;EskenSaskia;0;15;@LebenmitLiebe @Not1Proud @torsten_hautnah @NowaboFM Die Wirtschaft, das sind Selbstaendige und kleine, mittlere und grosse Unternehmen und ihre Beschaeftigten, die die Folgen dieser Pandemie ziemlich unverschuldet trifft.  Das Symbol hilft einigen besonders schutzbeduerftigen Menschen ganz konkret, und darueber bin ich froh.;positive;hilft
22074;niemamovassat;1;15;@jan_f_orth @KGK_News @dramhappert Selbst wenn man einen Anlass fuer den Polizeieinsatz bejaht, kann man mE kaum zum Ergebnis kommen, dass das ganze verhaeltnismaessig ist. Draufboxen ist wohl kaum angemessen. In vielerlei Hinsicht auch schockierend, wenige Tage nach GeorgeFlyod so zu agieren.;;
40075;anked;0;15;Und ich seit 14:00 die ganze Zeit so: *refresh*, *refresh*, *refresh* - aber kein Problem, so ein Guiness Rekord verdaechtiger Hackathon organisiert in 1 Woche ist so oder so schon voellig verrueckt und wir Helfer*innen und Moderator*innen laufen alle nicht weg! wirvsvirushackathon;;
56617;anked;0;15;Ich kanns unmoeglich zusammenfassen, aber 1 Maus im Weltraum kam drin vor, die von der ISS die Sonne ue d Sahara aufgehen sah, Kalaschnikows am Weltraumbhf Baikonur, Geheimnisse einer Zeitkapsel u 1 Weltraumforschungsshow fuer 16.000 Kinder (!) in einem Stadion. W00t! @DLR_next;;
43657;sven_kindler;2;13;Die Transformation zu einer klimaneutralen Wirtschaft ist eine gigantische Aufgabe. Wir schlagen daher angesichts der extrem niedrigen Zinsen eine Reform der Schuldenbremse vor: Wir wollen einen grossen Investitionsfonds von 500 Mrd. Euro fuer 10 Jahre und dafuer Kredite nutzen ;;
46317;oezoguz;1;13;Bin total erschuettert. Weiss noch nicht viel ueber Hintergruende, aber ich moechte den Angehoerigen meine tiefe Anteilnahme aussprechen. Unsere Polizei macht eine so wichtige Arbeit fuer uns alle. Es ist unfassbar mit welcher Brutalitaet sich Menschen zu verhalten bereit sind.;negative;Polizei
4532;anked;4;12;zB sagt das Europ. Datenschutz-Board:  1) der Source Code von Contact Tracing Apps soll Open Source sein, auch der Code des Backends (zentraler Server)  2) Ein Data Protection Impact Assessment muss vor Einfuehrung erfolgen u soll veroeffentlicht werden.  COVID19de coronaapp  /2;;
23375;MiRo_SPD;5;12;In welchem Europa wollen wir nach der Krise leben? Das wollte der Leiter des @FuturiumD, @Brandt_Futurium heute von mir wissen. So viel ist sicher: Solidarisch und gerecht soll es sein.  Die ganze Antwort gibt es morgen, um 20.15 Uhr auf YouTube ;;
25803;renatekuenast;0;12;Grandiose Analyse. Nur fehlt der Aspekt, dass fast alle die mitmachen Zeit mit dem Studium der Liste verbrachten, was doch einen Wert an sich darstellt. Wissen um die Vielfalt + bischen Identifikation? By the way: Ich nominierte das Rotkehlchen  @beimwort @NABU_de;;
34044;MAStrackZi;0;12;@kegs_Hamburg @hauser_julius @peterbreuer Ich habe so abgestimmt, weil der Antrag der Gruenen fuer die Presse war, nicht fuer die Umsetzung. Stattdessen habe ich einen umfangreichen Antrag fuer die Aufnahme von Fluechtlingskindern vorgelegt, der auch die Kommunen aktiv mit einbezieht. Man darf nicht nur Ueberschriften lesen.;;
21792;sven_kindler;2;11;Vor einem Jahr wurde Walter Luebcke erschossen. Ich bin in Gedanken bei seiner Familie und Freund*innen. Ihnen gilt mein Mitgefuehl.   Mehr denn je gilt: Wir muessen rechten Terror entschieden bekaempfen und fuer Demokratie und eine offene, solidarische Gesellschaft eintreten!;;
36894;anked;0;11;@Arachnoidea12 Es gibt doch in ganz DE nur 117 Faelle, wie sollen die paar denn auf 10 Bundeslaender verteilt unsere Krankenhaeuser ueberlasten? Davon abgesehen, dass die meisten nur leicht erkrankt sind. Bei einem Massenausbruch kann sich das alles aendern, aber heute ist das nicht der Fall.;;
43168;anked;1;11;@jutta_ditfurth Ich empfehle meine Antwort ganz anzuhoeren. Ich erklaere da, warum ich es wichtig finde, auch Spitzen-Linke zu kritisieren, niemand duerfe qua Prominenz davor gefeit sein u dass ich deutlich aber v.a. intern (Fraktionssitzungen) kritisierte, wenn Parteipositionen verletzt wurden.;;
7555;katjakipping;0;10;@HerbertvonPfalz Es gibt Tage, da gehe ich stundenlang off-line, weil ich in Ruhe was aufschreiben muss. Und all die schnellen News vom gruendl. Nachdenken ablenken. Gestern war so ein Tag. Wollen Sie wirklich, dass alle in Echtzeit kommunizieren, dafuer aber das Nachdenken auf der Strecke bleibt?;;
22295;berlinliebich;1;10;Auch das gehoert zu den GuteNachrichten. Viele Menschen in Deutschland sorgen sich um ihre wegen Corona irgendwo in der Welt gestrandeten Lieben. Auch mich haben in den letzten Tagen dazu einige Anfragen erreicht. Gut, dass @AuswaertigesAmt eine Loesung findet! Danke! ;positive;Corona
18598;anked;2;9;"@CorneliusRoemer @TiloJung Meine Meinung zur CoronaWarnApp gibts als FAQ Video u Blogpost hier: tl;dr: Meine Meinung unterscheidet sich sehr von Sahras, ich habe mich allerdings auch mehr damit befasst u wuerde durchaus  behaupten, Ahnung davon zu haben.";;
22756;EskenSaskia;2;9;@SeebrueckeHH @spdbawue @Die_Gruenen @CDU_BW Die Laender, die das abgelehnt haben, wollen lieber Aufnahmeprogramme des Bundes, wie das fuer die unbegleiteten und kranken Kinder mit Familien, insgesamt 1000 Menschen, die wir im Fruehsommer aufgenommen haben, oder fuer die 1553 Familienmitglieder, die wir jetzt aufnehmen werden.;;
26471;MAStrackZi;0;9;@svenja_hahn @SLagodinsky Die Kampagne ist speziell auf Duesseldorf gemuenzt und zielt auf die lokalen Gegebenheiten ab, die man kennen muss. Dann versteht man, dass es darauf abzielt, dass im Rathaus jemand sitzt, der in Duesseldorf nie angekommen ist und diese Stadt nie verstanden hat. Herkunft ist egal.;;
7689;martinarenner;0;8;@raahoff @St_Dittes @AntifaErfurt @GdPThueringen Soll ich jetzt ernsthaft alle Veranstaltungen hier auflisten, die ich organisierte oder zu denen ich eingeladen war, in denen es um die Betroffenenperspektive ging? Eine LINKE, die lieber mit den Taetern, als mit den Opfern spricht heh das ist falsch und infam. Polizeiproblem;;
19005;GoeringEckardt;0;8;@cadfaelbooks Es ist in der Tat ein Privileg. Dessen sind wir uns vollauf bewusst. Wir hoeren derzeit von vielen betriebs- bzw. coronabedingten Kuendigungen. Handwerker*innen und Physiotherapeut*innen koennen bspw. nicht ins Home Office und haben staendig Kontakt zu Menschen, die infiziert sein...;;
23065;EskenSaskia;4;8;@ThomasS22755535 @RolfMeissler @NowaboFM @bagalutenGregor @larsklingbeil Also bei mir heisst dieses System, in dem der Staat im Kapitalismus klare  Regeln aufstellt fuer einen faire. Wettbewerb ohne Dumping und Marktmissbrauch ebenso wie fuer Mindestloehne, Arbeitsschutz und faire Arbeitsvertraege immer noch soziale Marktwirtschaft.;;
45106;berlinliebich;0;8;Heute hat Kanzlerin Merkel im Bundestag aufgezaehlt, welche Krisen die EU in ihrer eigenen Amtszeit durchlebte. Finanzkrise, Brexit, Corona... Das fuehrt fuer mich zur Auffassung, dass wir in Europa staerker zusammenarbeiten muessen. Nur so kann gezielt geholfen werden.;;
3224;Oliver_Krischer;17;68;Eine Fraktion, die 13 Seiten zu GreenDeal Klimaschutz und nachhaltiger Entwicklung beschliesst, aber darin nur einmal ErneuerbareEnergien ganz am Rande erwaehnt, hat grundsaetzlich etwas nicht verstanden. Mal abgesehen von manch anderem Bloedsinn, der da noch drin steht @cducsubt;negative;Klimaschutz
4685;gtzfrmming;56;236;Wenn Sie genug wissen, warum wollen Sie dann beobachten? In Wahrheit wollen Sie eine Partei abschaffen, der Millionen Menschen ihre Stimme gegeben haben. DAS ist zutiefst undemokratisch und ein Frontalangriff auf unsere Verfassung. Wo stehen Sie also? @altenbockum;;
6496;Thomas_Bareiss;4;21;Was sagt man dazu... und das in einer Zeit in der in Europa die Infektionszahlen wieder dramatisch nach oben gehen. Ob das die richtige und verantwortungsvolle Botschaft ist, liebe @fdp! Da haettet ihr lieber mal heute Morgen telefoniert, @c_lindner https://t.co/Ula8728PdE;;
6636;KatjaSuding;2;26;.@MAStrackZi  kennt ihre Stadt  setzt sich schon heute mit Rueckgrat fuer Euch und Eure Interessen ein. Als fruehere Buergermeisterin hat sie gezeigt, dass sie es kann. Jetzt ist es Zeit fuer den Chefsessel. MASZ ist eine Duesseldorferin fuer Duesseldorf. MASZmachts OBDUS20 FDPwaehlen;positive;Buergermeisterin
6904;berlinliebich;0;7;@YeahStephan Das sollte man, wenn es so waere. Das glaube ich aber nicht. Ich denke, dass man mit einem dezidiert anderen Programm mehr mobilisiert. Aber wer am Ende auch immer nominiert wird, muss unterstuetzt werden, denn Trump ist das eindeutig groessere Uebel.;;
7368;PetraPauMaHe;0;6;ein Klima der Angst und Einschuechterung erzeugte (Antwort auf Frage 10). Das Innenministerium hat demgemaess trotz der besonderen Bedeutung des Anschlages, die der GBA dem Anschlag beimisst, keine haendische Sichtung der Akten beim BfV veranlasst. Der BND und der MAD hingegen, ...;;
7661;th_sattelberger;1;14;2 Meinungen knallen aufeinander beim neuen Schraeg Im Stall zum Thema: @Tesla Werk in Brandenburg. @FabianGrischkat sieht die Prioritaeten wo ganz anders als ich. Genau das liebe ich an diesem Podcast. Die neue Folge solltet ihr euch anhoeren:;;
8777;svenlehmann;70;213;Sie haben es tatsaechlich getan: CDUSPDFDP in Koeln verscherbeln einen Teil des Aeusseren Gruenguertels und stimmen fuer die Bebauung der Gleueler Wiese  Dafuer muessen sie bei der Kommunalwahl am 13.9. die Quittung bekommen. Ein schwarzer Tag fuer den Klima- und Umweltschutz!;negative;Umweltschutz
11184;gtzfrmming;2;54;@zeitonline Dieser preussische Mohr wohnte uebrigens um die Ecke. Warum sollte nicht an ihn erinnert werden? Mohr ist nun einmal der zeitgenoessische Name. Viele Deutsche heissen Mohr mit Nachnamen. Woerter sind unschuldig. Es kommt immer darauf an, was man mit ihnen verbindet.;;
12323;PetraPauMaHe;20;73;Heute fehlen fuer die Entwicklung eines Impfstoffes noch geschaetzt acht Milliarden Euro,sagte die Kanzlerin heute in ihrer woechentlichen Videoansprache. Da laeuft etwas schief: Den Militaerhaushalt auf 2 Prozent BIP hochruesten wollen  zugleich 8 fehlende Mrd. Euro gegen Corona beklagen;;
13471;EskenSaskia;1;7;@zebragrun @Bilbo2810 @spdbt @spdde @gew_bund @_verdi @KinderBrauchen @BildungSicher @sozmiSH @Heiner_Garg @Bildung_SH @Land_SH Es gibt ein grosses Foerderprogramm fuer Ganztagsschule, das fuer Hygiene geoeffnet wurde, eines fuer energetische Sanierung (zB Fenster) und jetzt kommt eines fuer coronagerechte Belueftungs- und Klimaanlagen.;;
14330;Otto_Fricke;1;6;@jsuedekum @ThomasSigmundHB @handelsblatt @KH_Paque @FNFreiheit @fdpbt @c_lindner @MarcoBuschmann @florian_toncar Ist etwas komplizierter. Faktisch ist die Asylruecklage ja nichts anderes als Kreditermaechtigung. Problem ist, dass sie nicht titelscharf ist sondern dann pauschal in den Haushalt ueberfuehrt werden wuerde. Politisch wuerde argumentiert werden, es sei ja immer auch fuer Kosten Asyl.;;
15496;svenlehmann;8;95;Beeindruckendes Treffen mit den polnischen Aktivist*innen von @QueerowyMaj. Sie stemmen sich taeglich gegen die homo- und transfeindliche Hetze, die von Teilen der Kirche und der Regierung ausgeht. Wir stehen an ihrer Seite im Kampf fuer Freiheit + Akzeptanz. Queer solidarno! ;positive;Aktivist*innen
15506;svenlehmann;9;42;Die Wahlrechtsreform ist erneut ein Beweis dafuer, wie kraftlos + unambitioniert die GroKo ist. Statt mutiger Schritte werden ein paar Ausgleichsmandate reduziert + ansonsten eine Reform auf die naechste Wahlperiode verschoben. Wir brauchen aber JETZT eine Loesung! @BriHasselmann;negative;Wahlrechtsreform
16847;svenlehmann;43;237;Wer arbeitet, soll mehr haben als die, die nicht arbeiten.   Im Prinzip richtig.   Aber: Zu niedrige Loehne und prekaere Beschaeftigung duerfen kein Argument dafuer sein, die Grundsicherung *noch* niedriger zu halten.   Wir brauchen eine Staerkung unterer Einkommen insgesamt!;;
20852;Thomas_Bareiss;3;13;@peter_simone Geht es jetzt um echten Klimaschutz  CO2 Reduktion oder einfach um den ideologischen Kampf gegen Industrie  gruene Feindbilder? Es gibt Industrieprozesse bei denen CO2 sich nicht vermeiden laesst  evtl. ist CCS bald wettbewerbsfaehig und sicher ist. Warum dann nicht nutzen?;;
22003;Oliver_Krischer;177;516;Es laeuft wie immer: Wenn es konkret wird, interveniert die Bundesregierung in Bruessel allen Bekenntnissen zum Trotz GEGEN ambitionierten Klimaschutz. Genau wegen dieser Politik hatten wir den waermsten Januar und in der Antarktis gerade ueber 18 Grad C;negative;Klimaschutz
22625;berlinliebich;1;6;Nach dem Vortrag des Vereinsvorsitzenden meldete sich eine/r nach dem/der anderen. Es waren beruehrende, traurige Geschichten. Ueber die Wut auf Europa, das mit seinen Leuten einen Kontinent gewaltsam kolonisiert hat, aber dessen Bewohner*innen verweigert, nach Europa zu kommen.;;
23579;svenlehmann;2;16;@ChangeGER @LucasHawrylak @jensspahn @RND_de @BMG_Bund @Queerspiegel @queer_de @ulle_schauws @Aidshilfe_de @epdsozial @fdp Und worin besteht jetzt der Erfolg? Dass der Minister mit der Bundesaerztekammer redet? Ein tatsaechlicher Erfolg waere ein Gesetz gegen diese Diskriminierung, das Jens Spahn aber bisher ablehnt.   PS: Danke @TiloJung fuers Nachhaken!;;
23784;EskenSaskia;0;6;@bayerl_herbert @Wahrheit005 @Tinimaus1110 @angelamerkelcdu @Markus_Soeder @NowaboFM @ABaerbock @c_lindner @CDU Der Deutsche Bundestag ist ein Arbeitsparlament, was das bedeutet, kann man bei Wikipedia nachlesen. Wenn Abgeordnete nicht im Parlament sitzen, arbeiten sie als Fachpolitiker im Buero, in Ausschuessen, Arbeitsgruppen oder Berichterstattergespraechen.;;
26002;KatjaSuding;5;16;Auch ich bin heute beim digitaltag20 dabei und werde mit @ChammonJacob und Prof. Dr. Andreas Dengel vom @DFKI ueber die Moeglichkeiten von KI und Algorithmen in der Bildung sprechen. Schaltet ein um 12:15 Uhr auf   Fragen gerne ueber: DigitaltagFDPBT;;
26408;Fabiodemasi;0;11;@MatthiasHauer @DoroBaer Ich hoere meistens Musik beim Fuehlt sich dynamischer an als es aussieht  Aber wenn Du arbeitsoekonomisch joggen willst, empfehle ich Wirecard Podcast vom Handelsblatt. Intensivtraining: Immer wenn jmd Marsalek sagt, musst Du Liegestuetze machen ... Aber nicht gut zum Abschalten;;
27333;katjadoerner;10;33;Los gehts, die Fridays for Future und die Parents for Future bonn stellen ihre Vorschlaege und Forderungen fuer die dringend notwendige Verkehrswende vor. Endlich mutig voran! Danke, dass Ihr der Politik Druck macht und mit konkreten Ideen Wege aufzeigt! ;positive;Verkehrswende
29297;Fabiodemasi;399;1378;Einige haben heute einen schweren Fehler gemacht. Sie haben mich gefragt wie die Schenkung von Friede Springer steuerlich zu bewerten sei. Ich haben unseren Steuerreferenten um eine kurze Einordnung gebeten. Ich sage nur: Neugier ist heilbar SpringerDoepfner Achtung anschnallen!;;
29557;Fabiodemasi;1;18;So nervoes? @OlafScholz begruesst U-Ausschuss Wirecard wg Drucks, der ausgeht auf Reform Finanzaufsicht. Hat er noch kuerzlich oeffentl. behauptet. Jetzt will uns SPD Ausschussvorsitzenden in Schuhe schieben, den wir nicht gewaehlt haben, aber rein mathematisch min 1 SPD Abgeordneter;;
