name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Konstantin Kuhle;konstantinkuhle;TRUE;2020-01-27 13:31:36;Wer von « Schuldkult », « Denkmal der Schande » und « Vogelschiss » spricht, leistet genau dieser Entwicklung Vorschub. Die deutsche Erinnerungskultur samt der Fähigkeit zu historischer Aufarbeitung, Selbstkritik und Selbstreflexion sind Stärken und keine Schwächen.;10;109;27653;Göttingen/Berlin;positive
Friedrich Straetmanns;FrStraetmanns;TRUE;2019-05-23 11:13:23;Mit dem #Grundgesetz verbinde ich u.a. den #Rechtsstaat - das Prinzip, dass der Staat nicht tun kann was er will, sondern sich an Regeln halten muss. Dafür lohnt es sich zu kämpfen! #70JahreGG #70JahreGrundgesetz https://t.co/TjFithZp70;2;4;1700;"";positive
Katja Leikert;kleikert;TRUE;2019-04-04 12:53:52;"„Wir werden uns immer von Ihnen an einem wichtigen Punkt unterscheiden: Solidarität geht einher mit Eigenverantwortung - wenn man den Antrag anschaut, ist davon aber kein einziges Wort zu lesen.“ Meine Rede zum Antrag """"Soziale Absicherung europaweit"""". https://t.co/RhQU8w7qu0";2;21;4954;"";positive
Erhard Grundl;Erhard_Grundl;TRUE;2020-12-21 17:33:37;ganz viele der bisherigen Hilfen passen nicht. Für #soloselbständige schaut es nach 10 Monaten Pandemie düster aus. Ich bin überzeugt, dass ein #Existenzgeld in der Krise für eine Atempause im Existenzkampf sorgen kann. #kultur ⁦@KulturErhalten⁩  https://t.co/Lyhfntejle;0;5;1313;Straubing-Bogen, Bayern;positive
Martin Hess;Martin_Hess_AfD;TRUE;2019-10-14 15:23:45;"So manipuliert @ZDF öffentliche Meinung: MdB @monikalazar darf als gewöhnliche „Kundin“ auf Sächsisch fordern, dass Biomärkte keine „#AfD-Hirse“ mehr kaufen. Tiefer kann ein öffentlich-rechtlicher Sender nicht mehr sinken. Schluss mit den Rundfunkgebühren!
https://t.co/1Y2WcWo9tD https://t.co/fdCIdhO3EG";170;495;6574;"";negative
Stefan Liebich;berlinliebich;TRUE;2020-08-22 16:49:50;„Sie verlangt eine Ordnung von Wirtschaft, Staat und Gesellschaft, in der die bürgerlichen, politischen, sozialen und wirtschaftlichen Grundrechte für alle Menschen garantiert sind, alle Menschen ein Leben ohne Ausbeutung, Unterdrückung und Gewalt, ...;2;25;24824;Berlin-Pankow;positive
Bruno Hollnagel;DrHollnagel;TRUE;2018-09-15 12:47:42;Der Umweltausschuss der #EU verlangt 45% weniger CO2-Emissionen von 2021 bis 2030, und will durch planwirtschaftliche Elemente die Prinzipien der erfolgreichen freien #Marktwirtschaft aushebeln. Dies gefährdet deutsche Arbeitsplätze und -Steuereinnahmen. https://t.co/k8woyE6hAr https://t.co/hQZ0ZXZt5i;2;11;706;Berlin, Deutschland;negative
Katja Kipping;katjakipping;TRUE;2020-10-09 06:18:13;"Heißt auch: Lückenlose Aufklärung des Anschlags, Gerechtigkeit &amp; Entschädigung für die Hinterbliebenen und Überlebenden, besonderer Schutz der von Antisemitismus &amp; Rassismus Betroffenen sowie aller jüdischen Einrichtungen und die Schaffung von Orten des Gedenkens &amp; Erinnerns. 2/2";4;40;119692;Dresden, Berlin;negative
Gokay Akbulut;akbulutgokay;TRUE;2020-02-19 08:16:01;"Zu früh gefreut:Es hat sich als ein abgekartetes Spiel der türkischen Regierung herausgestellt. Der EGMR forderte die Freilassung von #OsmanKavala. Nach dem überfälligen Freispruch folgt ein neuer Haftbefehl. Wer glaubt noch an eine Rechtsstaatlichkeit in der Türkei?
#FreeThemAll https://t.co/A48LsnqvUp";10;27;3540;Mannheim & Berlin;negative
Caren Lay;CarenLay;TRUE;2018-06-16 20:18:03;@Nabertronic @dieLinke @Jungle_World Nur weil @dieLinke mehrheitlich dem Wagenknecht-Kurs nicht folgt, heißt es nicht, dass wir keine andere Antwort haben. Wir haben eine Kampagne gegen #Pflegenotstand und #Mietenwahnsinn beschlossen. Aber schön, dass sich die @Jungle_World jetzt ums Proletariat sorgt. Das ist neu!;2;12;9763;"";negative
Frank Schaffler;f_schaeffler;TRUE;2020-02-19 20:22:07;„Den rechten Kämpfer jedoch für die Rechte und Freiheiten des Volkes erkennt man daran, dass er auch in den für den Liberalismus ungünstigen Zeiten auf dem Platz bleibt.“ Eugen Richter, 1884 @ben_brechtken;16;105;14380;Ostwestfalen-Lippe;negative
Heribert Hirte;HHirte;TRUE;2020-12-22 11:33:25;@FranzOnBrands @prof_mayer @Joern_Mueller @klotzkette @MattHGoldmann @profkainer @rmellinghoff @P_VanElsuwege @DarrenHarvey_ @WyborczaEnglish @ConstPol @thkirchner @hplehofer @SDittl @Chr_Rath @ChrisPrantner @repasi @NoonanJoe @CBudras @EU_Commission @vonderleyen @PBahners @BVerfG @hmheinig @ChristophMllers @KLeikert @katarinabarley @EuropeanCentral Sorry: Die Frage, ob die #EU ein #Bundesstaat ist oder werden sollte, ist eine eigentlich vor allem im deutschen #Verfassungsrecht geführte Diskussion, die dann wieder als Grundlage für weitere Ableitungen dient. Dem EU-Recht ist eine  solche Methodik fremd.;0;0;6110;Köln am Rhein;negative
Katja Mast;KatjaMast;TRUE;2019-12-03 14:11:42;"#Lufthansa trennt sich von der klugen Bettina Volkens &amp; verpasst zudem eine Chance: Den Vorstand weiblicher zu machen. Jetzt noch Männerdominierter. 

Zeigt: Wir brauchen d. #Quote auch für Vorstände. Nicht wünschenswert, aber notwendig. #Gleichstellung geht nur m. Verpflichtung! https://t.co/WYIAID3xQ1";0;3;2198;Pforzheim, Deutschland;negative
Franziska Brantner;fbrantner;TRUE;2020-04-09 08:47:49;"@D_Faulenbach @HugoMuellerVogg @Die_Gruenen Vor allem: Die Italiener sind ja nicht masochistisch. Die denken sich ja nicht das Corona-Virus aus, """"um an unser Geld"""" zu kommen. Werden sich auch nicht Corona 2 ausdenken, weil das so ein guter Weg ist, """"um an unser Geld zu kommen.""""";1;1;9773;Heidelberg und Berlin;negative
Caren Lay;CarenLay;TRUE;2020-01-30 10:37:01;@HausGrundBerlin @HausGrund @phoenix_de Es geht  in der Tat darum bezahlbaren Wohnraum zu schaffen, für die vielen Menschen, die ihre Miete kaum noch zahlen können. Es geht nicht darum jede Anlageerwartung zu erfüllen - zumal die Erwartungen der Erlöse durch Vermietung bei vielen extrem gestiegen sind.;0;0;9763;"";negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2019-08-05 11:44:29;Bei @LiberaleModerne schreibe ich warum die relative Entspannung an der Kontaktlinie in der #Ukraine zu begrüßen ist, #Putin's Plan aber nicht  Frieden ist. Ein #Appeasment mit dem Regime würde nicht nur @ZelenskyyUa, sondern auch den Protesten in #Moskau in den Rücken fallen. https://t.co/we9ckB35u7;1;7;5807;Harburg an der Elbe;negative
Jurgen Braun;JuergenBraunAfD;TRUE;2021-01-07 09:44:55;"Wer Gewalt zum Mittel des politischen Streits macht, ist ein Gegner der #AfD. 
Seit 2013 stehen wir für offenen, gewaltfreien Streit mit Worten gegen jeden Extremismus, ob links, rechts oder islamisch.
Wir trauern um jedes Opfer von Gewalt. 

#Capitol #WashingtonDC #Antifa #USA";5;19;3188;Waiblingen, Deutschland;negative
Saskia Esken;EskenSaskia;TRUE;2020-10-10 21:34:15;@achimdomma @valentinhelling Angehende Lehrkräfte müssten sich  im Rahmen der Ausbildung mit der eigenen Schulzeit beschäftigen und eine professionelle Distanz dazu gewinnen. Zudem müsste Supervision selbstverständlicher Teil der Arbeit sein, wie bei allen, die mit Menschen arbeiten.;1;13;81923;Berlin / Nordschwarzwald;positive
Stefan Liebich;berlinliebich;TRUE;2019-10-24 11:46:18;Mit dem Botschafter Georgiens besprach ich heute die Zukunft der Europäischen Nachbarschaftspolitik. Dass die Regierung nach wie vor in einem Fünftel seines Landes keine Verantwortung ausüben kann, ist ein Verstoß gegen das Völkerrecht, der nicht akzeptiert werden darf. https://t.co/O4OFougVtX;2;14;24824;Berlin-Pankow;negative
Agnieszka Brugger;agnieszka_mdb;TRUE;2020-05-28 16:43:18;So was von verdient! Eine tolle Frau, eine wunderbare Politikerin, die beweist, wie spannend und wichtig Politik vor Ort ist - Herzlichen Glückwunsch 🎉♥️🎉♥️🎉 https://t.co/tfL4MBukrC;4;18;11106;"";positive
Jens Brandenburg;JBrandenburgFDP;TRUE;2020-02-29 14:55:25;@ConsulHh @BILD Klar gibt‘s die, z. B. einen erheblichen Handlungsbedarf bei der Ausstattung der Bundeswehr. Ein „Entschuldigung“ über die Lippen und ein formaler Rechtsakt zur Aufhebung der Urteile kosten nicht viel Energie und wären ein starkes Signal in die Truppen. Man muss es nur wollen.;0;1;3290;Rhein-Neckar-Kreis, Baden-Württemberg;negative
Achim Post;achim_p;TRUE;2019-12-10 20:00:01;@DF2TR @spdbt Hängt von den jeweiligen Gleichstellungsgesetzen der BL ab. In Hamburg ist es z.B. möglich. In Passau gab es mehrere Jahre auch einen männlichen Gleichstellungsbeauftragten. Die Sichtweise geht auf die immer noch teilweise bestehende Benachteiligung von Frauen zurück. (tap);0;0;3236;Espelkamp/Berlin;negative
Marc Biadacz;MBiadaczMdB;TRUE;2020-03-04 14:20:00;Mit dem #Fachkräfteeinwanderungsgesetz haben wir die gezielte #Zuwanderung von qualifizierten Fachkräften aus Nicht-#EU-Ländern ermöglicht. Ich habe eine Regelung verhandelt, die ausländischen #IT-Fachkräften einen besonderen Arbeitsmarktzugang eröffnet. @cducsubt https://t.co/M8FzL3R9vs;0;2;1083;Direkt gewählter Bundestagsabgeordneter für den Wahlkreis Böblingen;positive
Sepp Muller;mueller_sepp;TRUE;2020-05-05 07:43:33;"2/2 
Dagegen stehen viele Familienunternehmer mit tausenden Beschäftigten, im Hotel- und Gaststättensektor, am Rande ihrer Existenz. 

Hier weiter gezielt zu helfen und zu öffnen ist das Gebot der Stunde. Nicht mehr und nicht weniger.

#Corona #Autogipfel 
@DEHOGA_BV @dehoga_st";1;5;1387;Gräfenhainichen, Deutschland;negative
Jan Korte;jankortemdb;TRUE;2018-10-06 12:27:25;Anstatt sich ernsthaft mit den Problemen der Leute auseinanderzusetzen, werden #BavariaOne geplant oder die Regierung ein ums andere Mal leichtfertig aufs Spiel gesetzt. Die Dramatik der gesellschaftlichen Lage haben die noch nicht begriffen. @csu @Markus_Soeder #Seehofer https://t.co/iDxefrlk4l;14;63;25743;"";negative
Lorenz Beutin;lgbeutin;TRUE;2020-10-28 09:05:23;Digitalisierung in a nutshell 😂 Da @ZdebelHubertus nicht anwesend sein kann beim Umweltausschuss des #Bundestag, ruft er den Kollegen Lenkert von @Linksfraktion an, der Ton kommt durchs Mikro zu uns ☀️ Man findet immer einen Weg 🤷‍♂️ #Corona https://t.co/fBZ9Y2TBUB;0;14;6326;Kiel;negative
Matthias Gastel;MatthiasGastel;TRUE;2021-01-07 08:12:39;Aufgabe demokratischer Parteien ist es, bei allen Meinungsunterschieden die Gesellschaft zusammenzuhalten. Genau das liegt nicht im Interesse von Extremisten und Verschwörungserzählern. Es liegt an uns allen, zerstörerische Kräfte im Zaum zu halten. #USA #Capitol #noAfD;8;28;6477;Filderstadt, WK Nürtingen, B-W;negative
Franziska Brantner;fbrantner;TRUE;2018-06-27 12:26:22;Herr #Woelki möchten Sie wirklich an dieser Veranstaltung teilnehmen?Das der Einladung beiliegende Foto ist an Geschmacklosigkeit nicht zu überbieten. Die Gleichsetzung des Holocaust mit Abtreibungen ist durch nichts zu rechtfertigen! @Erzbistum_Koeln @katholisch_de @ulle_schauws https://t.co/Y0AQP6RtRM;7;20;9773;Heidelberg und Berlin;negative
Ulrike Schielke-Ziesing;ulschzi;TRUE;2020-04-28 15:45:00;"Zur politischer Neutralität ist der Verfassungsschutz verpflichtet. Für diese Aufgabe ist der derzeitige Chef des Verfassungsschutzes, Thomas Haldenwang, leider nicht in der Lage.
https://t.co/3zA8l7YoDs
#AfD #AfDimBundestag #Verfassungsschutz";1;0;1660;Mecklenburgische Seenplatte, Mecklenburg-Vorpommern;negative
Thomas Bareiss;Thomas_Bareiss;TRUE;2018-05-05 11:09:44;Die #KarlMarx Bewunderung ist für mich vollkommen unverständlich. Marx ist gutes Beispiel wie schrecklich sich ideologische Gedanken auf Menschen auswirken können. Marx hat viel Leid, Schrecken und Armut in die Welt gebracht. Manche haben aus Geschichte leider nichts gelernt.;42;169;13138;Zollernalb-Sigmaringen;negative
Leni Breymaier;LeniBreymaier;TRUE;2019-05-31 13:21:08;Wenn die #INSM ein Gutachten in Auftrag gibt, das feststellt, eine #Grundrente verstoße gegen die #Verfassung, dann frage ich: Geht es noch ein bisschen größer? Ansonsten hilft vielleicht auch ein Blick zurück. Die Aufwertung geringer Rentenansprüche ist nicht neu.;3;34;3712;Aalen, Deutschland;negative
Agnieszka Brugger;agnieszka_mdb;TRUE;2020-10-26 09:32:03;Starke und handlungsfähige Vereinte Nationen. Angesichts der Coronakrise, der Klimakatastrophe und der nationalistischen Reflexe brauchen wir sie mehr denn je. Danke von Herzen für 75 Jahre Arbeit für #Menschenrechte, #Frieden und #Klimaschutz. #UNDay https://t.co/q1J8AadJXr;0;9;11106;"";positive
Martin Hess;Martin_Hess_AfD;TRUE;2018-09-12 15:57:05;"Grüne Extremisten halten #Hambacher Forst besetzt, attackieren #Polizei und legen wie Vietcong Tunnelsysteme an. Politische Unterstützung erhalten sie von den Grünen. Schluss mit dieser Doppelmoral, auch Grüne müssen staatliches Gewaltmonopol respektieren!
https://t.co/wbWeLZ3rUa";8;24;6574;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-11-04 16:54:36;"#Verfassungsschutz mit Stasimethoden: „Hinweistelefon“ ist staatlich geförderte Denunziation! Kampf gegen alle Formen von #Extremismus und #Terrorismus notwendig. Regierung und Verfassungsorgane auf linkem Auge blind!  #Sozialismus #30jahremauerfall 

https://t.co/4w8GRn6I5V https://t.co/Q3qtcX51t9";10;28;3966;"";negative
Matthias Bartke;matthiasbartke;TRUE;2020-09-07 15:50:27;Morgen ist Alexander Mohrenberg mein Gast. Er ist MdHB, Umweltpolitischer Sprecher der @spdhamburg und Vorsitzender der @JusosHamburg. Gemeinsam sprechen wir über die prekären Arbeitsbedingungen und über den Tierschutz in der Fleischindustrie sprechen. https://t.co/WQz4EfjZXC;1;2;3577;Hamburg, Deutschland;negative
Jan-Marco Luczak;JM_Luczak;TRUE;2020-06-08 05:43:25;Rassismus muss konsequent verfolgt werden. Wenn ⁦#Esken⁩ gesamter Polizei aber „latenten Rassismus“ vorwirft,ist das ein fatales Signal des Misstrauens,dass Ansehen u Motivation der Polizei schadet u Vertrauen in sie untergräbt. @cducsubt ⁦@BILD  https://t.co/VGUMlrGs58;35;228;5202;Berlin;negative
Timon Gremmels;Timon_Gremmels;TRUE;2020-03-27 08:38:52;Der beste (für den Staat sogar kostenfreie) Weg, der Solarindustrie durch die #Coronakrise zu helfen: Abschaffung des #Solardeckel|s. Das hat die #GroKo bereits im Herbst 2019 beschlossen. Jetzt müssen @peteraltmaier und die @cducsubt endlich handeln. Wir stehen bereit!;26;87;3770;Niestetal;positive
Ingrid Remmers;ingrid_remmers;TRUE;2018-11-07 11:32:26;"Um #Fahrverbote zu vermeiden plant Umweltministerin Schulze die #NO2-Grenzwerte hochzuschrauben. Dieser Gesetzesentwurf ist eine reine Luftnummer. Der Wissenschaftliche Dienst bestätigt, NO2-Grenzwerte sind keine dehnbaren Gummiparagrafen!
https://t.co/wZepHsAgte";22;37;987;Gelsenkirchen, Berlin;negative
Martin Patzelt;MPatzeltCDU;TRUE;2019-12-10 16:52:14;#Menschenrechte sind immer gafährdet, deshalb braucht es Menschenrechtverteidiger, nicht nur in Diktaturen, sondern auch mitten unter uns. #TagDerMenschenrechte;1;3;432;Frankfurt (Oder), Deutschland;negative
Elisabeth Kaiser;Kaiser_SPD;TRUE;2018-03-27 13:12:42;Übergriffe und Anfeindungen gegen Juden auf dem #Schulhof sind keine harmlosen Frotzeleien unter Kindern. Es gilt, mehr in politische #Bildung zu investieren, um das Bewusstsein für kulturelle Vielfalt der Kinder- und Jugendlichen zu schärfen. #Antisemitismus #politischeBildung https://t.co/wCTnzcRtTt;0;3;1961;"";positive
Dirk Spaniel;DirkSpaniel;TRUE;2019-04-09 05:04:02;Ausbeuterische Kinderarbeit? Gilt das auch für Rohstoffe, d. für #Elektroauto|s unter unmenschlichen Bedingungen abgebaut werden, damit deutsche Bessermenschen von #CSU bis #Grüne dem #Klimakult fröhnen können + als #ErichsErben #Industrie-Standort 🇩🇪 zerstören? #AfD #Europawahl https://t.co/KHjMF3kZ0r;11;12;3743;Stuttgart, Deutschland;negative
Gokay Akbulut;akbulutgokay;TRUE;2018-11-14 15:22:02;Solidarität mit @Caneinac! Die deutsche Staatsangehörige und kurdischstämmige Sängerin #HozanCanê ist eine politische Geisel des Erdogan-Regimes. Ihre Verurteilung zu 6 Jahren Haft beweist, dass es keine Rechtsstaatlichkeit in der Türkei gibt! https://t.co/9nX8HRoVjz @ZDFheute;22;29;3540;Mannheim & Berlin;negative
Ernst Rossmann;edrossmann;TRUE;2020-06-02 12:01:44;Vor einem Jahr wurde Walter Lübcke ermordet, der Terroranschlag von Hanau ist erst 3 1/2 Monate her. Nur zwei von viel zu vielen von Rassismus motivierten Gewalttaten. Jede*r ist gefragt, unsere offene Gesellschaft friedlich und engagiert zu verteidigen #offenfuervielfalt. https://t.co/th0nMCNsXx;7;30;2895;Kreis Pinneberg;negative
Ralph Brinkhaus;rbrinkhaus;TRUE;2020-12-09 11:01:15;Wir können uns aus der Krise nicht heraussparen und auch nicht herausbesteuern. Wir können aus dieser Krise nur mit einer starken Wirtschaft herauswachsen. Dafür notwendig: ein modernes Unternehmensteuerrecht, weniger Bürokratie, stabile Energiepreise und mehr Geld für Forschung.;3;14;21458;Gütersloh;positive
Katja Mast;KatjaMast;TRUE;2019-05-15 15:47:22;".#Gegenhalten: Zeigen, dass Demokraten die Mehrheit &amp; die Rassisten die Minderheit sind. War so in #Pforzheim letztes WE, war so bei #wirsindmehr . Wer alle die gegen Nazis sind in Ecke der Extremisten drängt, wird GG &amp; unserer wehrhaften Demokratie nicht gerecht. Geht gar nicht!";2;10;2198;Pforzheim, Deutschland;negative
Dietmar Bartsch;DietmarBartsch;TRUE;2018-08-31 09:58:38;"Zum morgigen Weltfriedenstag bin ich in Chemnitz und Dresden. Nie wieder Krieg, nie wieder Faschismus!
Infos zur Kundgebung in Chemnitz:
https://t.co/rtTDQkNppK
Infos zur Kundgebung in Dresden:
https://t.co/bn7g7v82B0";19;94;65116;"";negative
Saskia Esken;EskenSaskia;TRUE;2020-11-18 10:16:58;@Andy14216524 Berichte der Regierung werden im Parlament debattiert und sind wie parlamentarische Anfragen Instrumente der parlamentarischen Kontrolle der Regierung. Das Parlament bleibt Herr der Lage, indem es das Vorliegen einer pandemischen Lage beschließt und auch jederzeit beenden kann.;0;0;81923;Berlin / Nordschwarzwald;positive
Thomas Gebhart;thomasgebhart;TRUE;2018-05-22 14:37:52;Besuch bei Seniocare24, einem regionalen Dienstleister in der Pflege. Interessanter Austausch mit den Angestellten und der Geschäftsleitung über die Herausforderungen im Bereich der Betreuung und Pflege älterer Menschen. Im Bild: Geschäftsführerin Renata Föry https://t.co/2tRfI9I9lo;3;6;2804;Jockgrim;positive
Beatrix Storch;Beatrix_vStorch;TRUE;2021-01-05 10:57:01;"Man fühlt sich wie in einem riesigen Milgram-Experiment. Wie weit kann der Staat gehen, bis Bürger und Beamte dessen absolute Autorität, Macht &amp; derzeitige Maßnahmen kritisch hinterfragen? Anscheinend sehr weit. #COVID19 #lockdown #RodelnStattDrogendealer https://t.co/zxCebfUOHl https://t.co/rrIolQQrlr";161;584;61329;Berlin, Deutschland;negative
Grigorios Aggelidis;aggelidis_fdp;TRUE;2019-05-17 11:19:45;"Terrorismus&amp;Kriminalität sind grenzüberschreitend, Polizei muss es auch sein. #Europol zum europäischen Kriminalamt machen! Das erleichtert Informationsaustausch der nationalen Behörden &amp; ermöglicht grenzüberschreitende Ermittlungen. So geht #Terrorismus-/Kriminalitätsbekämpfung.";0;2;1034;Hannover, Deutschland;positive
Brigitte Freihold;mdb_freihold;TRUE;2019-10-16 10:19:59;"Seit Jahren blockiert die #BuReg Förderung von Erinnerungsmaßnahmen zur „Aktion Reinhardt“, was eine gesamtgesellschaftliche Auseinandersetzung mit #Antisemitismus &amp; #Antiziganismus und den Nachwirkungen in der Gegenwart blockiert! Mehr dazu hier:
https://t.co/Vdgq6NCh3f #shoah";0;0;784;Pirmasens, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2019-05-22 09:32:31;#Grundrente honoriert die Lebensleistung der Frisörin, der Putzfrau und des Paketboten. Hier geht es um Menschen, die hart gearbeitet, gepflegt oder Kinder erzogen haben. Das hilft rund drei Millionen Menschen - vor allem #Frauen. Ein großer Schritt zum #SozialstaatalsPartner. https://t.co/La4vyZoOyU;5;16;2198;Pforzheim, Deutschland;positive
Hermann Grohe;groehe;TRUE;2020-10-21 19:30:02;Die @cducsubt setzt sich durch: Es ist gut, dass die Bundesjustizministerin endlich unseren Forderungen nach Strafverschärfungen für sexuellen Kindesmissbrauch nachgekommen ist. Auch die Präventionsangebote müssen ausgebaut werden. #StarkerStaat Infos: https://t.co/6Si7nr7qg3 https://t.co/Uw6Su24DxR;4;15;49868;Berlin;negative
Andrej Hunko;AndrejHunko;TRUE;2019-03-15 14:16:30;Zynismus pur: Bundesregierung redet unablässig von humanitärer Krise in #Venezuela, aber beim US-Erdölembargo sieht sie offenbar keine Probleme. Es dürfte die Krise massiv verschärfen, da Venezuela fast komplett von Ölexport abhängt. #Sanktionen https://t.co/LqER3PvlCQ;10;20;9259;Germany;negative
Filiz Polat;filizgreen;TRUE;2018-08-11 06:45:52;Wer heute nicht arbeiten muss: Runter vom Sofa und auf zur Solidaritätsdemo nach @Osnabrück. Setzt ein Signal für #Humanität, für das Grundrecht auf #Asyl und für die Integration Geflüchteter! #Seebruecke Osnabrück 🙋🏽👍🏽💚🌻 https://t.co/pP7GSGIauG;1;11;4465;Bramsche/Berlin;positive
Martina Renner;martinarenner;TRUE;2020-03-27 09:42:24;An dem Begriff „integrierte und abgekühlte Rechtsextreme“ ist so gut wie alles falsch. Als wären Neonazi in den 1990/2000ern einfach „heißgelaufen“ und rechte/rassistische Gewalt nicht das Ergebnis von entsprechenden Einstellungen und Strukturen. #StephanE https://t.co/cUCH2TfLVb;18;61;20612;Berlin und Erfurt;negative
Sven-Christian Kindler;sven_kindler;TRUE;2020-04-24 18:07:29;"„Die Antwort der rechtsradikalen AfD in dieser Krise ist Nationalismus und das bei einer grenzüberschreitenden, globalen Pandemie. Das Coronavirus macht aber nicht an Schlagbäumen halt und daher ist jetzt eine gemeinsame europäische Antwort notwendig!“ 
#WeAreInThisTogether 🇪🇺 https://t.co/Duuz69W821";4;15;16112;Hannover, Deutschland;negative
Stefan Kaufmann;StefanKaufmann;TRUE;2020-10-28 16:58:52;Ich plädiere dafür, dass hier vollumfänglich in alle Richtungen - insbesondere mit Bezug zu einer möglichen homophoben Tatmotivation - ermittelt wird. Und ich erwarte auch, dass man sich zum Verschweigen der Lebenspartnerschaft äußert! #Dresden @smisachsen https://t.co/K1e4r0yKx3;0;14;6197;Stuttgart und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-01-29 07:46:34;Mit dem #Podcast von @BehoerdenNews habe ich darüber gesprochen, wie transparent #Geheimdienste in der #Demokratie sein müssen https://t.co/TzYmSabOZs #PKGr;13;38;69550;Schleswig-Holstein und Berlin;positive
Ottmar Holtz;owvonholtz;TRUE;2019-11-30 13:30:41;@quedlinburger Wahnsinn ist, wenn Menschen mit Faschisten gemeinsame Sache machen und glauben, dass sie Demokraten seien. Alles, was ihr wollt, ist, unsere Freiheit einzuschränken. Das werden wir nicht zulassen. #WirSindMehr;0;3;1437;"";negative
Jens Maier;JensMaierAfD;TRUE;2018-09-23 12:02:08;"Bundestagspräsident Schäuble hat unsere Befürchtungen bestätigt und eine Bankrotterklärung für den Rechtsstaat gegeben. Da Abschiebungen so schwer sind, sollen illegale Einwanderer nicht mehr nach hause geschickt werden. Das Recht gilt nicht mehr, wenn der """"Einzelfall"""" es will? https://t.co/KsqTKhxerc";72;145;6108;Dresden, Sachsen;negative
Martina Renner;martinarenner;TRUE;2020-11-10 09:55:28;"Am AG #Erfurt und vor LG #Gera beginnen heute Verhandlungen gg überregional vernetzte #Neonazis. Es geht um den Überfall auf das AJZ 2016 und die Hooligangruppe """"Jungsturm"""". Die Tradition, die Täter als unpolitisch darzustellen setzt sich fort. Infos hier: https://t.co/6jaoatPNVk https://t.co/BhvrKAAzgw";15;52;20612;Berlin und Erfurt;negative
Frank Muller-Rosentritt;theliberalfrank;TRUE;2018-04-25 11:14:31;Heute nehme ich an der Solidaritätsaktion #BerlinTrägtKippa teil, um ein klares Zeichen gegen #Antisemitismus zu setzen. Wir benötigen aber noch mehr konkrete Maßnahmen. Ich unterstütze den Aufbau eines Deutsch-Israelischen Jugendwerks. 🇩🇪🇮🇱 Mehr dazu: https://t.co/ZuTOgYP5iZ https://t.co/DsjPgHkGam;5;16;2764;Chemnitz, Sachsen;negative
Katja Kipping;katjakipping;TRUE;2019-06-29 10:36:59;Wir sind im Jahr 2019 in #Europa. Das Sterben lassen im Mittelmeer gilt als legal, Leben zu retten als illegal. Ich fordere die #BuReg auf, sich für die sofortige Freilassung der Kapitänin #CarolaRackete einzusetzen, die lediglich Menschen in Sicherheit brachte. #SeaWatch3 https://t.co/oTofdA6BTd;559;2122;119692;Dresden, Berlin;negative
Udo Hemmelgarn;UdoHemmelgarn;TRUE;2020-04-13 21:34:15;"@Bibby182 @DerBlauePatriot Halten wir Ihm einfach zugute,
dass er gelernter Bankkaufmann 
ist, da können so elementare
Fehler schon mal passieren!😎
Geht doch nur um Geld und nicht
um Menschen!😡
#Spahn #Merkel #COVID2019 
#Lockerung #Coronakrise";0;0;7355;Harsewinkel, Deutschland;negative
Norbert Rottgen;n_roettgen;TRUE;2018-10-06 12:22:08;Wir führen überwiegend unproduktive Scheindebatten. Die Diskussion über den #Masterplan von Horst Seehofer hat uns in eine echte Regierungskrise geführt. Jetzt frage ich mich: Was ist eigentlich aus dem #Masterplan geworden?@SPIEGELONLINE 05.10.18.;3;23;44703;Berlin / Rhein-Sieg-Kreis II;negative
Peter Tauber;petertauber;TRUE;2020-05-29 11:04:40;"StFw Marco Dennelöhr vom EloKaBtl 912 ist an Blutkrebs erkrankt. Durch Registrierung als Stammzellenspender bei der @DKMS können wir Leben retten. Ich wünsche Kamerad Dennelöhr viel Kraft und Gottes Segen!
#dkms #lebenretten #bundeswehr #spendenhilft https://t.co/V6kblGLp4y";54;217;186024;Gelnhausen;positive
Carsten Schneider;schneidercar;TRUE;2020-07-02 13:34:52;Jahrelang haben wir für sie gekämpft – nun ist die #Grundrente beschlossen. 💪Gerade ostdeutsche Frauen profitieren davon. Viele kommen mit einer schmalen Rente gerade so über die Runden. Für sie machen schon 50 oder 100 Euro mehr im Monat einen großen Unterschied. #StolzwieBolle https://t.co/eb0MF8wRz5;5;45;12832;Erfurt;positive
Katja Leikert;kleikert;TRUE;2018-12-13 10:11:12;"„Es ist unsere Aufgabe, die Europäische Union zu schützen – insbesondere vor politischer Dummheit."""" Hier meine Rede zum #Brexit heute Vormittag im Deutschen Bundestag. @cducsubt #eu #bettereurope https://t.co/rg5EpRqoOZ";7;26;4954;"";negative
Heribert Hirte;HHirte;TRUE;2020-03-23 19:12:03;@SiemonKlaus @cducsubt @spdbt @fdpbt @GrueneBundestag In genau diese Richtung haben wir im #Mietrecht gehandelt.;0;1;6110;Köln am Rhein;positive
