name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Heiko Maas;HeikoMaas;TRUE;2019-11-20T18:23:42Z;Die #NATO ist ein Erfolgsmodell und wir haben ein Interesse daran, es fortzusetzen. Dabei kommt es auf unsere Geschlossenheit an. Wir wollen den politischen Arm der NATO staerken und deutlich machen: Sie funktioniert, sie hat eine Zukunft und wir werden sie auch brauchen.;22;88;434412;Saarlouis/Berlin;NATO;positive;6;9
Heiko Maas;HeikoMaas;TRUE;2020-02-05T12:05:34Z;Sich von Rechtsextremen zum Ministerpraesidenten waehlen zu lassen, ist komplett verantwortungslos. Gegen die AfD muessen alle Demokraten geschlossen zusammenstehen. Wer das nicht versteht, hat aus unserer Geschichte nichts gelernt. #Thueringen;1208;9396;434412;Saarlouis/Berlin;Thueringen;negative;235;244
Heiko Maas;HeikoMaas;TRUE;2020-06-18T14:02:55Z;Es gibt Aeusserungen, die man macht, bei denen man schnell merkt, dass man sie besser nicht gemacht haette. Das gilt auch fuer die Aeusserung von Herrn #Laschet. Solche Schuldzuweisungen sind absurd und hoechst gefaehrlich. Mit einer Entschuldigung wuerde er sich einen Gefallen tun. (1/2);99;1072;434412;Saarlouis/Berlin;Laschet;negative;154;160
Heiko Maas;HeikoMaas;TRUE;2021-01-06T19:33:21Z;Die Feinde der Demokratie werden sich ueber diese unfassbaren Bilder aus #WashingtonDC freuen. Aus aufruehrerischen Worten werden gewaltsame Taten - auf den Stufen des Reichstages, und jetzt im #Capitol. Die Verachtung demokratischer Institutionen hat verheerende Auswirkungen. (1);1513;8089;434412;Saarlouis/Berlin;Capitol;negative;196;202
Hilde Mattheis;HildeMattheis;TRUE;2019-09-04T06:38:55Z;20 Jahre neoliberale #Politik haben #unsereSPD ruiniert! Es macht mich wahnsinnig, dass einige glauben, mit der gleichen Methode ein anderes Ergebnis erzielen zu koennen. Es geht ums Ueberleben der #Sozialdemokratie, verdammt nochmal. Habt endlich den #Mut zu sagen, was ist.;71;401;13273;Ulm;neoliberale;negative;10;20
Hilde Mattheis;HildeMattheis;TRUE;2019-10-22T06:22:29Z;#Erdogans Erpressungsversuche scheinen bei unserer #Verteidigungsministerin grosse Wirkung zu zeigen. Es wird versucht einen Autokraten mit Zugestaendnissen zur Ruhe zu bringen. Eine #Sicherheitszone kann nicht mit Waffengewalt erzwungen werden. Es ist Oel ins lodernde Feuer.;11;43;13273;Ulm;Erdogans;negative;2;9
Hilde Mattheis;HildeMattheis;TRUE;2020-09-09T09:48:42Z;Berichte aus #Moria sind erschuetternd: 13.000 Menschen sitzen auf der Strasse, sie haben alles verloren, sind obdachlos. #NGOs duerfen nicht zu ihnen durch, um zu helfen! Nur Polizei rueckt an. Herr #Seehofer, ihre Unbarmherzigkeit gefaehrdet Leben! Gefluechtete brauchen unsere Hilfe.;7;28;13273;Ulm;Moria;negative;15;19
Christoph Hoffmann;HoffmannForest;TRUE;2019-09-20T10:17:54Z;Es ist gut, dass die Jugend fuer ihre Zukunft kaempft. Wir muessen raus aus den fossilen Brennstoffen weltweit und brauchen 350 Mio. Hektar neuen #Wald, bevor es zu spaet ist. #Klimaschutz #FridaysForFuture #ClimateStrike;0;3;1258;Schliengen, Deutschland;Klimaschutz;positive;178;188
Christoph Hoffmann;HoffmannForest;TRUE;2020-04-24T15:43:36Z;Schweden agiert voellig vernuenftig und naturwissenschaftlich nachvollziehbar. Und fahren die Wirtschaft nicht an die Wand. RKI veroeffentlicht immer noch irrefuehrende Mortalitaetszahlen Schweden hat weit mehr Immune. Das ist der Trumpf der zaehlt. #COVID19;0;2;1258;Schliengen, Deutschland;Schweden;positive;1;8
Christoph Hoffmann;HoffmannForest;TRUE;2020-07-13T16:41:02Z;Spahn ist unerfahren und kauft viel zu viele Geraete, die nicht zu Haelfte ausgeliefert sind. Mal eben fuer 150 Mio. ohne Ausschreibung. BMZ kann die fuer Afrika uebernehmen. ⁦@Welthungerhilfe⁩ ⁦@dunjahayali⁩;0;0;1258;Schliengen, Deutschland;Spahn;negative;1;5
Christoph Hoffmann;HoffmannForest;TRUE;2020-12-14T07:34:37Z;#lockdown ist gesammeltes Versagen der Regierung. Vermoegen der Kinder wird verzockt mit #corona Schlamperei und mangelndem Vollzug. Und Bildungsluecke bekommt die naechste Generation gratis obendrauf. 🤢 @fdpbt;0;5;1258;Schliengen, Deutschland;lockdown;negative;2;9
Christoph Hoffmann;HoffmannForest;TRUE;2020-12-28T11:48:56Z;@Karl_Lauterbach #Klimaschutz geht ueber Geldbeutel und Markt zielsicher. Reine Ordnungspolitik und ungleiche Verteilung der Last ist unwirksam, kann man aus #COVIDー19 lernen. Wenn Lockdown dann richtig,- oder mit Skalpell gezielt Infektionstreiber ermitteln / ausschalten. So wird nix @jensspahn;0;0;1258;Schliengen, Deutschland;Lockdown;negative;182;189
Martin Hohmann;HohmannMdb;TRUE;2020-02-20T12:34:10Z;Egal ob der Terror psychische oder rassistische Motive hatte – oder beides –, es spielt keine Rolle: Rassisten sind abstossend und handeln gegen alles, wofuer echte Konservative, aufrechte Patrioten und ueberzeugte Christen stehen. #Hanau;0;5;421;"";Rassisten;negative;102;110
Johannes Huber;HuberMdB;TRUE;2019-06-26T04:00:32Z;Sehr gut: Eilantrag abgelehnt, Einreise verweigert! Die 42 migrationswilligen #Afrikaner scheitern vor Gericht und muessen auf See bleiben. Das entschied der Europaeische Gerichtshof fuer Menschenrechte, indem er am Dienstagabend einen Eilantrag ablehnte.;0;3;1841;"";Einreise;positive;32;39
Johannes Huber;HuberMdB;TRUE;2019-07-11T07:34:43Z;Die #SPD leistet der feindlichen Uebernahme des #Islam Vorschub, indem sie dessen sachlichen Kritiker #Sarrazin ausschliesst. Fundierte Kritiker der #Migration bleiben in der #AfD willkommen.;0;6;1841;"";Islam;negative;50;54
Johannes Huber;HuberMdB;TRUE;2019-08-06T05:13:16Z;Als neuer Vorsitzender der #Kinderkommission des Deutschen Bundestags gefaellt mir der Vorschlag von #Linnemann. Wer die Deutsch-Grundkenntnisse nicht beherrscht, der muss mit dem Beginn der #Schule warten. Das ist endlich ein Anreiz zur #Integration.;13;35;1841;"";Integration;positive;240;250
Johannes Huber;HuberMdB;TRUE;2020-02-15T11:33:25Z;Sehr erfreulich: das Eis in Bezug auf die #AfD bricht! @LarsJoernZimmer bezeichnet im #ZDF mit Blick auf die Ltw 2021 eine von der #AfD tolerierte #CDU-Minderheitsregierung als absolut denkbar.;12;37;1841;"";AfD;positive;44;46
Irene Mihalic;IreneMihalic;TRUE;2020-02-20T12:12:38Z;Maassen findet es perfide, wie man mit seinem Tweet angesichts #Hanau umgeht. Ich finde: Alles, was Maassen so fuer die WerteUnion von sich gibt, ist perfide und brandbeschleunigend!;58;403;7235;Gelsenkirchen / Berlin;Maassen;negative;1;7
Irene Mihalic;IreneMihalic;TRUE;2020-05-29T14:06:41Z;Bei #MarkusH, Mitangeklagter im Fall #Luebcke, wurden interne Polizeidokumente gefunden. Ein weiterer Tiefpunkt in der Geschichte von nie geklaerten Verbindungen zw. Rechtsextremen u. Sicherheitsbehoerden. Wo ist die lange versprochene rueckhaltlose Aufklaerung? #NSU #Temme #StephanE;376;1093;7235;Gelsenkirchen / Berlin;Luebcke;negative;39;45
Irene Mihalic;IreneMihalic;TRUE;2020-10-29T09:36:40Z;Ein entsetzlicher islamistischer Angriff. Wir duerfen nicht nachlassen uns allen Kraeften, die unsere freiheitliche und vielfaeltige Gesellschaft angreifen, entschlossen entgegenzustellen. Das sind wir auch den Opfern dieser schrecklichen Taten schuldig. #Paris #Dresden #Nizza;21;62;7235;Gelsenkirchen / Berlin;Angriff;negative;34;40
Jens Brandenburg;JBrandenburgFDP;TRUE;2020-10-02T07:37:57Z;Nachdem er offensichtlich mehrfach das Parlament belogen hat, verliert #Scheuer jede Selbstbeherrschung. Regierungen muessen serioes sein, sagt @Markus_Soeder. Dann ziehen Sie Ihren ueberforderten #CSU-Minister endlich ab! Er wird sich nicht am eigenen Schopf aus dem Sumpf ziehen.;6;59;3290;Rhein-Neckar-Kreis, Baden-Württemberg;Scheuer;negative;73;79
Jens Brandenburg;JBrandenburgFDP;TRUE;2020-10-03T03:41:23Z;In Sachen Rechtsstaatspartei sollte die #CSU bei diesem #Maut-Debakel mal ganz still sein. #Scheuer hat offensichtlich mehrfach das Parlament belogen und macht sich nur noch laecherlich. Das ist unwuerdig und unserioes. @CSU, zieht Euren ueberforderten Maut-Minister endlich ab.;2;37;3290;Rhein-Neckar-Kreis, Baden-Württemberg;Scheuer;negative;93;99
Jens Brandenburg;JBrandenburgFDP;TRUE;2020-11-02T12:27:35Z;Starkes Ergebnis: Die Mehrheit der Sachverstaendigen unterstuetzt unser #Selbstbestimmungsgesetz. Die Gesetzentwuerfe von @fdpbt und @GrueneBundestag beenden eine unnoetige Schikane. Ueber die geschlechtliche Identitaet kann niemand besser urteilen als jede/r Einzelne selbst.;27;130;3290;Rhein-Neckar-Kreis, Baden-Württemberg;Selbstbestimmungsgesetz;positive;74;96
Jan-Marco Luczak;JM_Luczak;TRUE;2019-02-06T11:22:50Z;#r2G versagt beim #Wohnungsbau auf ganzer Linie und wird den selbst gestellten Anforderungen nicht gerecht. Ein #Trauerspiel, dass die Menschen in unserer Stadt ausbaden muessen. #Abtreten! @CDUBerlin_AGH @cducsubt @TspLeute @BerlinGestalter @BFWBund @ZIAunterwegs @ivd_immobilien;1;6;5202;Berlin;Wohnungsbau;negative;20;30
Jan-Marco Luczak;JM_Luczak;TRUE;2019-03-16T13:40:49Z;Mitgliederversammlung der @LSUBerlin-volles Haus und gute Stimmung. Danke fuer die tolle Zusammenarbeit: wir haben viel erreicht in d letzten Jahren, insbesondere d #OeffnungderEhe in der @CDU vorangetrieben. Viel Kraft und Erfolg fuer die Zukunft! @LSU_Bund @Queerspiegel @queer_de;0;3;5202;Berlin;Mitgliederversammlung;positive;1;21
Jan-Marco Luczak;JM_Luczak;TRUE;2019-03-29T14:18:13Z;Gut,dass Loesung fuer kuenftige Aufstellung ⁦@cduberlin⁩ gefunden. Ich begruesse, dass ⁦@kaiwegner⁩ sich d Verantwortung stellt-er brennt fuer d Stadt u fuer unsere Partei.Diese Leidenschaft brauchen wir, um Menschen fuer unsere Politik zu begeistern.;3;8;5202;Berlin;Partei;positive;166;171
Jan-Marco Luczak;JM_Luczak;TRUE;2019-09-24T06:40:42Z;#Mietendeckel bringt fuer Mieter erhebliche Risiken-#Mietspiegel wird auf Jahre nicht anwendbar sein. Folge: Transparenz geht ebenso verloren wie mieterschuetzende Funktion. Verfehltes Instrument, dass gestoppt werden muss! ⁦@cducsubt⁩ ⁦@BFWBund⁩;3;23;5202;Berlin;Mietendeckel;negative;2;13
Jan-Marco Luczak;JM_Luczak;TRUE;2019-10-18T10:29:24Z;Gefahren, d #Mietendeckel fuer Mieter mit sich bringt, die er eigentlich schuetzen soll, sind absurd: hohe #Nachzahlungen u #Kuendigungen drohen! Habt endlich Einsicht r2G u gebt dieses Projekt auf, es schadet Berlin und den Menschen unserer Stadt!;4;17;5202;Berlin;Mietendeckel;negative;14;25
Jan-Marco Luczak;JM_Luczak;TRUE;2019-10-19T07:31:09Z;#Mietendeckel schadet Mietern: Rechtssichere mieterschuetzende Regelungen d Bundes werden durch zweifelhafte/angreifbare Landesregelungen ersetzt-das ist ein schlechter Tausch. Populistische Scheinloesung muss mit abstrakter Normenkontrolle vor @BVerfG gestoppt werden! @chr1richter;6;26;5202;Berlin;Mietendeckel;negative;2;13
Jan-Marco Luczak;JM_Luczak;TRUE;2020-01-04T06:46:26Z;Traurig. #Polizisten sind viel zu oft #Pruegelknabe fuer Rechte und Linke - schlimm genug, dann brauchen sie aber wenigstens allen gesellschaftlichen politischen #Rueckhalt, wenn sie fuer unsere Sicherheit und Freiheit den Kopf hinhalten! @cducsubt @Tagesspiegel @morgenpost @BILD;5;36;5202;Berlin;Polizisten;negative;11;20
Jan-Marco Luczak;JM_Luczak;TRUE;2020-01-09T07:51:36Z;#Mietendeckel:selbst von @SPDBerlin beauftragter Gutachter Prof. Artz zieht vernichtendes Resuemee: 1️⃣ unverhaeltnismaessig 2️⃣ klimaschaedlich 3️⃣ investitionsfeindlich Deswegen klagen wir!🎧👉https://t.co/EfjSk36Wcj @cducsubt @cduberlin @hausundgrund_de @ZIAunterwegs @BFWBund @IVD_BB;15;56;5202;Berlin;Mietendeckel;negative;2;13
Jan-Marco Luczak;JM_Luczak;TRUE;2020-02-10T06:25:44Z;Sehr kluger und treffender Kommentar von Roland Koch zu Thueringen - keine Kooperation mit AfD oder Linken, auch wenn dies Neuwahlen bedeuten kann:Jedes Ergebnis ist fuer die CDU besser als ihre innere Zerstoerung ⁦@CDU⁩ ⁦@cducsubt⁩ ⁦@akk⁩;3;18;5202;Berlin;Thueringen;positive;57;66
Jan-Marco Luczak;JM_Luczak;TRUE;2020-12-29T14:51:37Z;R2G verfehlt Ziele beim sozialen Wohnungsbau deutlich. Das zeigt einmal mehr: #Mietendeckel und in Debatte ueber #Enteignungen sind plumpe #Ablenkungsmanoever, um eigenes Versagen zu kaschieren! ⁦@Tagesspiegel⁩ ⁦@morgenpost⁩ ⁦@cduberlin⁩;5;37;5202;Berlin;Wohnungsbau;negative;34;44
Fabian Jacobi;Jacobi_AfD;TRUE;2019-08-26T09:40:47Z;Und wenn jetzt wieder jemand fragte: #ZDF? Dieser linkspopulistische #Propagandakanal, den ich zwangsweise luxusfinanzieren muss? ... dann koennte man demjenigen wohl nur antworten: Hier. Trink noch einen #Kakao. Beruhigt die Nerven. #diemeinendasernst;3;17;1670;Köln;ZDF;negative;39;41
Jan Nolte;Jan_Nolte_AfD;TRUE;2018-10-02T13:14:46Z;Asylanten und Geduldete, die in Deutschland einen Job gefunden haben, sollen nach einem neuen Kompromiss dauerhaft Bleiberecht bekommen. Mit dem sogenannten Spurwechsel wird das Asylgesetz so Stueck fuer Stueck zum Einwanderungsgesetz umgebaut. ➡️;10;10;1539;Waldeck, Deutschland;Asylanten;negative;1;9
Jan Nolte;Jan_Nolte_AfD;TRUE;2019-06-12T12:17:34Z;In #Italien hat man mal wieder viel richtig gemacht. Dem dortigen Parlament wird in Kuerze ein Erlass zur Abstimmung vorgelegt werden, der ein deutlich haerteres Vorgehen gegen europaeische #Schlepper, die unsere Medien gerne als #Fluechtlingshelfer verherrlichen, ermoeglicht.;4;37;1539;Waldeck, Deutschland;Schlepper;positive;192;200
Jana Schimke;JanaSchimke;TRUE;2019-11-11T14:31:45Z;Ich sorge mich um die Gerechtigkeit und Finanzierbarkeit unseres #Sozialstaates. Die #Grundrente foerdert nicht-Beduerftige, schafft Ungerechtigkeiten und traegt zum finanziellen Kollaps der #Rentenversicherung bei. #Generationengerechtigkeit geht anders.;29;123;4969;"";Grundrente;negative;87;96
Jens Maier;JensMaierAfD;TRUE;2017-12-11T06:56:40Z;Mehr Straftaten + mehr gewalttaetige Migranten + mehr als 10.000 Salafisten = Sicheres Deutschland. Das Einzige, das in Deutschland sicher ist wie das Amen in der Kirche, ist die #Ueberheblichkeit der politischen Klasse.;18;38;6108;Dresden, Sachsen;Migranten;negative;38;46
Jens Maier;JensMaierAfD;TRUE;2017-12-18T08:04:14Z;Froehliche Selfies am Breitscheidplatz. 12 Tote, etliche Verletze und die Hinterbliebenen koennen nur fassungslos ueber den Geisteszustand dieser Kanzlerin sein. Das ist unwuerdig. Es stimmt traurig und wuetend. #Breitscheidplatz;3;8;6108;Dresden, Sachsen;Breitscheidplatz;negative;23;38
Jens Maier;JensMaierAfD;TRUE;2018-02-07T07:34:36Z;Waehrend Politiker der #Kartellparteien sich stets gut versorgen, die Nutzniesser der #Asylindustrie glaenzende Geschaefte machen und Millionen #Gluecksritter aus aller Welt ins Land geholt wurden, verarmt die eigene Bevoelkerung immer mehr. Die Leidtragenden sind unsere #Kinder. #AfD;29;48;6108;Dresden, Sachsen;Asylindustrie;negative;88;100
Jens Maier;JensMaierAfD;TRUE;2018-05-18T05:06:54Z;Die #EU diktiert, Berlin pariert. Der Verbraucher wird im Stich gelassen, die Autoindustrie aufs Spiel gesetzt. Zeit zu handeln - Zeit fuer die #AfD. #Diesel Mehr auf: ▶️;8;17;6108;Dresden, Sachsen;Autoindustrie;negative;79;91
Jens Maier;JensMaierAfD;TRUE;2018-07-11T11:57:07Z;Das wundert mich nicht. Zu lange hat die CDU/SPD-Regierung in Sachsen das linke Auge zugedrueckt und die Probleme verharmlost. Die nun eingetretene Eskalation linker Gewaltexzesse ist nicht mehr beherrschbar. Unser Land braucht Veraenderung. #AfD;6;15;6108;Dresden, Sachsen;linke;negative;75;79
Jens Maier;JensMaierAfD;TRUE;2018-09-17T06:03:25Z;Gewalttaetige Linksextremisten, die im #HambacherForst schwere Verletzungen der Polizisten in Kauf nahmen, werden von der Presse als Aktivisten gelobt. In #Chemnitz und #Koethen verunglimpften die MSM friedlich Trauernde als rechten Mob. (Symbolbild);27;53;6108;Dresden, Sachsen;Linksextremisten;negative;15;30
Jochen Haug;Jochen_Haug;TRUE;2018-01-10T13:42:10Z;Staat soll an Ausgabendisziplin arbeiten, statt Leistungstraeger weiter zu schroepfen. Ueber die Haelfte eines Einkommens wird ohnehin geschluckt durch Abgaben und (in)direkte Steuern. Es reicht dicke! 🙌🏼 #AfD #Spitzensteuersatz @AfDimBundestag;25;70;3619;Köln, Deutschland;Steuern;negative;177;183
Jochen Haug;Jochen_Haug;TRUE;2018-02-09T09:57:30Z;Stellungnahme zum #Koalitionsvertrag: Bei #Migration nur wohlklingende Soll-Vorschriften. Papier nicht wert , auf dem sie gedruckt sind. Entsprechend Verteilung der Ministerressorts setzt sich inhaltliche Entleerung der @CDU fort. #CDU #AfD @AfDimBundestag;45;208;3619;Köln, Deutschland;Koalitionsvertrag;negative;20;36
Jorn Konig;JoernKoenigAfD;TRUE;2018-06-14T10:09:26Z;Spitzenbeamte in Hannovers Rathaus kassieren ab. Hier fliessen wieder einmal hart erarbeitete Steuergelder des kleinen Mannes in die schon gut gefuellten Geldbeutel der Obrigkeiten! #Hannover #SPD #AfD;6;9;795;Berlin, Deutschland;Spitzenbeamte;negative;1;13
Jorn Konig;JoernKoenigAfD;TRUE;2018-08-02T16:32:44Z;#Griechenland bekommt weitere 15 Milliarden #Euro aus dem #Rettungsprogramm, obwohl es erneut Zusagen nicht eingehalten hat. Diese Rettungsorgien haben Griechenland nicht im Geringsten diszipliniert und muessen gestoppt werden! #AfD;2;4;795;Berlin, Deutschland;Griechenland;negative;2;13
Jorn Konig;JoernKoenigAfD;TRUE;2018-09-05T13:46:46Z;Ein 10-jaehriger(!) #Afghane vergewaltigt einen Mitschueler und wird fuer diese grausame Tat nicht bestraft. Wir importieren uns die Gewalt direkt in die Schulklassen. Brutale Taeter #abschieben, ohne Ruecksicht auf das Alter! #AfD;0;2;795;Berlin, Deutschland;Afghane;negative;22;28
Jurgen Braun;JuergenBraunAfD;TRUE;2019-11-04T13:26:06Z;Wer so einen #menschenverachtenden Unsinn postet, soll jetzt #SPD-Chefin werden? So ist es richtig: Wer #Sozialismus positiv verwendet, hat von Geschichte keine Ahnung und verhoehnt Millionen Opfer des sozialistischen Wahns. #NiewiederSozialismus #GehdochnachNordkorea!;14;35;3188;Waiblingen, Deutschland;Sozialismus;negative;106;116
Jurgen Braun;JuergenBraunAfD;TRUE;2019-11-15T12:14:47Z;Der #gruene Wahnsinn wird immer grotesker. Jetzt fehlt als irre Pointe nur noch, dass diese Frau von ihrer eigenen Partei abgesaegt wird, weil sie von Volk spricht...;1;5;3188;Waiblingen, Deutschland;gruene;negative;6;11
Jurgen Braun;JuergenBraunAfD;TRUE;2020-02-18T08:50:29Z;#Rassistische Angriffe von #LINKS bringen #Merkelkritiker Diego #Fassnacht zum Ruecktritt. Was ist los in unserem Land, in dem #linke und #islamische Gewalttaeter, Rassisten und Judenfeinde gut und gerne leben? Aber die mit allen anderen Meinungen leben in Angst? #Merkel #CDU;0;6;3188;Waiblingen, Deutschland;LINKS;negative;29;33
Jurgen Braun;JuergenBraunAfD;TRUE;2020-02-19T07:31:21Z;Und weiter geht das #Thueringen-Theater. Diese Aneinanderreihung von Peinlichkeiten haetten sich #CDU und #FDP ersparen koennen, wenn #Kemmerich standhaft geblieben waere! #AfD #Linke #Lieberknecht #Ramelow;1;18;3188;Waiblingen, Deutschland;Kemmerich;negative;136;144
Jurgen Braun;JuergenBraunAfD;TRUE;2020-02-23T21:06:55Z;#AnneWill: In einseitig-#dummlinker Runde faellt der durchgeknallte #Zeit-Fuzzi Yassin Dingsbums @abususu auf. Dieser Qualitaetsjournalist macht Thilo #Sarrazin fuer Terroristen verantwortlich, wirft Sarrazin in Topf mit NSU. Keiner widerspricht. Typisch #ARDZDF! #HamburgWahl;15;52;3188;Waiblingen, Deutschland;Qualitaetsjournalist;negative;119;138
Jurgen Braun;JuergenBraunAfD;TRUE;2020-03-05T08:32:05Z;#CDU unterwirft sich im #Bundestag der #linksextremen #Ideologie des verlogenen #Antifaschismus im Geiste #Stalin s. Waehrend die #Linke #SED Reiche #erschiessen will, winselt #Brinkhaus um Beifall von links: Feind stehe rechts und nirgendwo anders. Die CDU schafft sich ab!;21;48;3188;Waiblingen, Deutschland;Antifaschismus;negative;82;95
Jurgen Braun;JuergenBraunAfD;TRUE;2020-03-11T10:21:01Z;Heute doch noch grosser Auftritt der abgetauchten #Kanzlerin. #Medien atemlos vor Spannung. Was kommt von dieser schrecklichen Frau? Nichts. Inhaltsloses Geschwaetz. Nichts tun. #Merkel s Motto: Jetzt ist es halt da! das #Virus. #coronavirus #Corona #JetztistdasVirushaltda.;1;14;3188;Waiblingen, Deutschland;Merkel;negative;180;185
Jurgen Braun;JuergenBraunAfD;TRUE;2020-03-15T08:12:57Z;Typisch fuer die zynische #Menschenverachtung dieser gruenlinken #EU-#Ideologen! Ulrike #Guerot ist lautstarke #NochMehrEU-#Propagandistin im #NoBorders-Wahn. Waehrend offene #Grenzen schon wieder Menschenleben kosten, sieht sie die #Corona-#Pandemie als Chance. Widerlich!;4;20;3188;Waiblingen, Deutschland;gruenlinken;negative;54;64
Jurgen Braun;JuergenBraunAfD;TRUE;2020-04-09T20:56:43Z;Zu den fundierten Zahlen aus #Heinsberg fiel #Drosten und #Kleber wenig ein. So ist das, wenn Theorie von Realitaet eingeholt wird. Schon bei #Schweinegrippe hatte Drosten drastisch falsch gelegen, wie auch #RKI - und Kleber! Ja, #Corona ist ernster, aber hoert auf mit der Panik!;7;16;3188;Waiblingen, Deutschland;Drosten;negative;47;53
Jurgen Braun;JuergenBraunAfD;TRUE;2020-04-15T18:23:22Z;#dieGetriebenen oder: Wie der #Staatsfunk #ARD Geschichte faelscht. Peinliches Strickmuster: Alle ganz ganz boese ausser #Merkel. Nur sie ist edel, hilfreich und gut. (+#Juncker!) Boese: #Seehofer #Orban #Soeder #Kurz... Ganz boese natuerlich: #Maassen #Sachsen #Polizei...(und Gabriel);26;106;3188;Waiblingen, Deutschland;Staatsfunk;negative;32;41
Jurgen Braun;JuergenBraunAfD;TRUE;2020-04-25T12:23:49Z;#RobertKoch duerfte im Grab rotieren, wenn er erfaehrt, was sich das #RKI in seinem Namen leistet. Damals der Unsinn mit der #Schweinegrippe (gemeinsam mit der ach so tollen #WHO und dem heiligen #Guru #Drosten!). Zunaechst #Corona verharmlost, dann Panik, aber gegen #Obduktionen.;39;95;3188;Waiblingen, Deutschland;RKI;negative;71;73
Jurgen Braun;JuergenBraunAfD;TRUE;2020-06-11T12:39:47Z;Dafuer zahlen wir doch gerne mehr als 8 Mrd.€ #Zwangsgebuehren. #Qualitaetsmedien wie #ZDF #heute labern dummes Zeug, verwechseln offenbar #Fronleichnam mit Allerheiligen. Peinlich, wie Allrounddilettant Wulf #Schmiese sich dabei blamiert. #GEZ;1;8;3188;Waiblingen, Deutschland;Qualitaetsmedien;negative;66;81
Jurgen Braun;JuergenBraunAfD;TRUE;2020-06-26T19:15:41Z;#Glasgow heute: brutaler #Messerangriff durch #Mann. So gezielt verschwurbelt melden es die grossen #Medien. #ARD verschweigt den #Tatort (#Asylbewerberheim) und den Tatverdaechtigen. Weniger Information und mehr #Propaganda geht kaum! #glasgowattack;21;38;3188;Waiblingen, Deutschland;Medien;negative;102;107
Jurgen Braun;JuergenBraunAfD;TRUE;2020-07-09T13:30:54Z;#FakeNews haben drei Buchstaben: #ZDF In Sachen Propaganda und #Corona-#Panik gibt es keine Grenzen. Wie in #totalitaeren Staaten: Unter #Merkel ist alles toll, im Ausland aber alles schrecklich. Besonders natuerlich bei #Trump... #ARDZDF #Medien #GEZ;10;20;3188;Waiblingen, Deutschland;ZDF;negative;35;37
Jurgen Braun;JuergenBraunAfD;TRUE;2020-07-30T09:03:21Z;Erst hat die #Bundesregierung #Corona entgegen der Warnungen der #AfD ignoriert, dann mit dem #Lockdown masslos ueberzogen. Die Rechnung fuer dieses #Regierungsversagen ist nun amtlich:;9;26;3188;Waiblingen, Deutschland;Lockdown;negative;96;103
Jurgen Braun;JuergenBraunAfD;TRUE;2020-08-13T20:05:58Z;Panik-#Latif + Panik-#Lauterbach. Wie irre ist #ZDF 2020? Wie unwissenschaftlich Latif #Klimapanik verbreitet: #Rekordhitze in #Lingen ist #FakeNews! Latif und #Lanz labern trotzdem von diesen falschen Werten. Standort Lingen ist ungeeignet. Ideologe Latif ignoriert die Fakten!;11;33;3188;Waiblingen, Deutschland;ZDF;negative;49;51
Jurgen Braun;JuergenBraunAfD;TRUE;2020-10-02T13:38:42Z;Wenn Pseudo-Journalisten (#Haltung! schreit #ARD-Feldwebel #Restle dazu) wie @dunjahayali gegen #Trump nichts mehr einfaellt, werden #Verschwoerungstheorien erfunden. Aber diese Luegen dienen ja der guten gruenlinken Sache. Dann ist alles erlaubt beim #ZDF! #TrumpHasCorona;4;8;3188;Waiblingen, Deutschland;ZDF;negative;254;256
Jurgen Braun;JuergenBraunAfD;TRUE;2020-11-05T07:33:12Z;Die politische #Zensur des Quasi-Monopolisten #Twitter wird immer dreister. Jetzt wird schon das #GefaelltMir verhindert. Der Machtmissbrauch dieser Plattform war soeben auch Thema im #Bundestag. Dank an @PeterFelser! #BallotHarvesting #Briefwahl #TwitterCensorship #Michigan;4;11;3188;Waiblingen, Deutschland;Zensur;negative;17;22
Jurgen Braun;JuergenBraunAfD;TRUE;2020-12-03T20:50:13Z;Selten duemmliche #Verschwoerungstheorie, von der einst serioesen #FAZ verbreitet! Gelangweilter Ex-#PrinzHarry sondert gruenstichigen Schwachsinn ab. Dafuer geben sich dt. #Medien gerne her, aehnlich wie fuer die masslosen Zyniker von #Davos. #Corona #WEF #Reset;2;9;3188;Waiblingen, Deutschland;Medien;negative;175;180
Kordula Schulz-Asche;K_SA;TRUE;2020-04-29T10:27:49Z;Der Gesetzentwurf von @jensspahn schiesst weit ueber das Ziel hinaus und laesst empfindliche Luecken. Die Unterstuetzung fuer den Oeffentlichen #Gesundheitsdienst ist voellig unzureichend. Mein Statement mit @MariaKlSchmeink zum neuen #Bevoelkerungsschutzgesetz:;4;7;6556;Berlin, Eschborn;Bevoelkerungsschutzgesetz;negative;237;261
Kordula Schulz-Asche;K_SA;TRUE;2020-05-15T11:51:00Z;Solange es keine umfassenden Studien und Antikoerpertests zu #COVID19 gibt, bleibt die Diskussion um die Plaene von @jensspahn zum #Immunitaetsausweis eine Pseudodebatte. Der Minister waere mit Zurueckhaltung besser beraten. Hier mehr dazu:;2;20;6556;Berlin, Eschborn;Immunitaetsausweis;negative;133;150
